city,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weather_code,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
Chennai,2003-11-03,29.3,24.0,33.4,28.2,3.7,3.7,53,19.1,36.7,49
Chennai,2003-11-04,30.0,24.2,35.2,28.8,0.4,0.4,51,17.8,32.4,39
Chennai,2003-11-05,30.2,24.5,33.8,28.6,0.0,0.0,3,19.6,34.6,45
Chennai,2003-11-06,29.8,24.7,33.1,28.6,0.3,0.3,51,20.5,35.6,43
Chennai,2003-11-07,27.7,24.4,32.1,29.4,9.4,9.4,61,11.2,27.4,67
Chennai,2003-11-08,27.8,24.1,32.2,28.5,11.9,11.9,61,13.9,33.1,69
Chennai,2003-11-09,29.5,23.5,33.1,28.5,4.1,4.1,53,19.3,35.3,61
Chennai,2003-11-10,29.3,23.7,31.4,26.8,1.0,1.0,51,20.6,36.0,38
Chennai,2003-11-11,29.1,23.0,31.5,25.7,0.3,0.3,51,18.2,33.8,42
Chennai,2003-11-12,29.6,23.9,31.8,27.0,0.2,0.2,51,20.8,36.7,32
Chennai,2003-11-13,28.3,23.9,31.2,26.8,6.4,6.4,53,19.2,34.9,43
Chennai,2003-11-14,29.8,23.8,33.2,27.3,2.2,2.2,51,19.7,34.9,48
Chennai,2003-11-15,29.4,24.6,32.0,28.3,0.1,0.1,51,19.9,34.9,48
Chennai,2003-11-16,29.4,23.4,32.4,27.3,0.0,0.0,3,20.4,35.6,48
Chennai,2003-11-17,29.3,22.5,33.0,26.0,0.0,0.0,3,15.3,26.3,45
Chennai,2003-11-18,28.8,22.1,31.1,24.8,0.0,0.0,3,19.8,34.9,32
Chennai,2003-11-19,28.1,23.1,28.5,25.0,0.0,0.0,3,20.3,35.3,26
Chennai,2003-11-20,28.9,23.8,30.1,25.5,0.0,0.0,3,23.9,44.3,29
Chennai,2003-11-21,29.4,24.5,29.3,25.6,1.2,1.2,51,25.4,42.8,42
Chennai,2003-11-22,29.2,25.5,30.1,26.5,0.6,0.6,51,24.4,54.4,47
Chennai,2003-11-23,28.7,24.2,29.7,26.2,0.0,0.0,3,21.2,35.6,47
Chennai,2003-11-24,29.4,23.4,30.2,24.7,0.0,0.0,3,23.8,41.4,33
Chennai,2003-11-25,28.7,23.3,29.0,24.3,0.0,0.0,3,23.6,41.8,31
Chennai,2003-11-26,29.0,23.2,29.9,25.4,0.0,0.0,3,22.2,38.5,29
Chennai,2003-11-27,29.2,23.2,30.5,24.5,0.0,0.0,3,19.4,34.9,30
Chennai,2003-11-28,28.4,24.4,29.5,26.3,0.6,0.6,51,21.7,36.7,40
Chennai,2003-11-29,27.9,24.6,30.9,27.1,10.5,10.5,63,20.6,36.0,47
Chennai,2003-11-30,27.7,23.6,29.9,26.9,7.8,7.8,61,18.5,33.1,45
Chennai,2003-12-01,28.9,23.4,30.7,25.7,0.3,0.3,51,20.3,36.0,31
Chennai,2003-12-02,28.7,22.8,29.8,24.7,0.0,0.0,3,22.8,39.2,34
Chennai,2003-12-03,28.3,21.7,29.1,23.4,0.0,0.0,1,23.2,40.0,32
Chennai,2003-12-04,28.4,22.3,29.1,23.6,0.0,0.0,1,22.1,38.9,28
Chennai,2003-12-05,28.0,23.0,28.3,23.8,0.0,0.0,3,23.6,40.7,25
Chennai,2003-12-06,28.8,22.7,29.3,23.5,0.0,0.0,3,20.8,36.7,23
Chennai,2003-12-07,28.9,21.2,30.0,23.0,0.0,0.0,3,20.0,35.6,24
Chennai,2003-12-08,28.4,19.2,30.1,21.5,0.0,0.0,3,17.8,31.7,41
Chennai,2003-12-09,27.9,20.5,28.0,21.7,0.0,0.0,3,17.4,32.8,41
Chennai,2003-12-10,28.7,19.9,29.5,22.0,0.0,0.0,3,17.8,32.4,41
Chennai,2003-12-11,28.6,21.8,29.6,24.1,0.0,0.0,3,18.4,33.1,39
Chennai,2003-12-12,28.4,23.3,29.0,25.7,0.3,0.3,51,23.3,39.2,36
Chennai,2003-12-13,28.8,23.8,28.4,24.3,0.0,0.0,3,29.4,50.0,21
Chennai,2003-12-14,26.1,20.6,25.7,18.7,22.0,22.0,63,33.7,61.2,352
Chennai,2003-12-15,27.2,19.1,27.9,16.0,47.1,47.1,63,38.2,68.4,281
Chennai,2003-12-16,30.0,23.5,33.9,25.6,0.0,0.0,3,16.9,31.0,191
Chennai,2003-12-17,28.4,23.5,33.5,26.9,0.7,0.7,51,15.6,24.8,45
Chennai,2003-12-18,27.8,22.4,31.0,25.1,0.0,0.0,3,17.1,31.3,27
Chennai,2003-12-19,27.5,20.8,29.7,23.5,0.0,0.0,1,17.6,31.0,24
Chennai,2003-12-20,26.9,20.8,29.7,23.6,1.1,1.1,51,19.8,34.6,31
Chennai,2003-12-21,27.3,21.1,28.2,22.9,0.5,0.5,51,21.0,36.0,23
Chennai,2003-12-22,27.1,21.7,28.1,22.9,0.0,0.0,2,22.1,38.2,22
Chennai,2003-12-23,26.5,23.0,29.2,24.6,2.7,2.7,53,19.0,34.6,23
Chennai,2003-12-24,26.6,22.7,30.5,25.8,6.4,6.4,63,13.3,25.9,50
Chennai,2003-12-25,27.0,23.0,31.1,26.8,2.3,2.3,51,13.5,27.7,57
Chennai,2003-12-26,27.1,22.9,31.4,26.8,2.4,2.4,51,15.1,30.6,58
Chennai,2003-12-27,26.7,23.0,30.1,26.1,2.3,2.3,51,16.6,30.2,63
Chennai,2003-12-28,28.0,22.8,31.7,26.4,1.3,1.3,51,17.7,32.4,64
Chennai,2003-12-29,27.8,23.4,29.9,26.2,0.0,0.0,2,21.7,38.5,49
Chennai,2003-12-30,26.7,22.7,29.6,25.1,1.5,1.5,51,19.8,33.1,32
Chennai,2003-12-31,25.9,22.1,28.0,24.2,1.9,1.9,51,19.5,33.8,33
Chennai,2004-01-01,27.0,22.5,29.0,24.2,1.2,1.2,51,19.4,35.6,44
Chennai,2004-01-02,26.7,21.0,27.5,22.7,0.0,0.0,3,18.4,32.8,41
Chennai,2004-01-03,26.5,20.5,26.3,21.4,0.0,0.0,3,19.0,33.1,37
Chennai,2004-01-04,26.6,21.6,26.5,22.6,0.0,0.0,3,20.6,35.3,38
Chennai,2004-01-05,26.8,21.7,27.5,23.4,0.0,0.0,3,18.3,32.0,52
Chennai,2004-01-06,26.5,22.2,27.7,23.4,0.0,0.0,3,19.5,34.6,50
Chennai,2004-01-07,26.9,22.2,27.7,22.3,0.0,0.0,3,19.7,34.9,37
Chennai,2004-01-08,27.2,21.9,27.3,22.4,0.0,0.0,2,25.6,43.2,36
Chennai,2004-01-09,27.4,22.9,27.1,23.0,0.0,0.0,2,27.7,47.5,34
Chennai,2004-01-10,26.9,22.3,26.5,22.5,0.0,0.0,2,22.4,40.0,36
Chennai,2004-01-11,27.1,21.6,27.6,22.3,0.0,0.0,2,21.2,37.4,33
Chennai,2004-01-12,27.4,19.1,28.8,20.5,0.0,0.0,3,17.1,31.3,38
Chennai,2004-01-13,27.0,19.3,28.2,20.7,0.0,0.0,2,17.4,32.4,31
Chennai,2004-01-14,27.9,17.2,30.2,18.4,0.0,0.0,2,13.2,26.6,47
Chennai,2004-01-15,28.0,17.9,30.5,19.8,0.0,0.0,2,12.5,25.2,53
Chennai,2004-01-16,27.9,19.0,29.8,21.3,0.0,0.0,2,16.3,29.9,40
Chennai,2004-01-17,27.8,19.6,30.3,21.6,0.0,0.0,2,12.0,24.5,55
Chennai,2004-01-18,28.0,19.0,30.8,20.5,0.0,0.0,3,13.0,26.6,74
Chennai,2004-01-19,28.1,17.9,30.4,19.8,0.0,0.0,2,14.5,28.1,76
Chennai,2004-01-20,28.5,18.6,30.1,20.9,0.0,0.0,3,14.6,28.1,78
Chennai,2004-01-21,29.2,22.3,30.7,23.9,0.0,0.0,3,15.1,29.2,91
Chennai,2004-01-22,28.5,21.9,29.8,23.4,0.0,0.0,3,14.5,27.4,95
Chennai,2004-01-23,29.3,21.3,31.6,24.0,0.0,0.0,3,16.7,30.2,96
Chennai,2004-01-24,28.6,22.7,31.4,26.0,0.3,0.3,51,16.9,32.4,76
Chennai,2004-01-25,29.7,22.8,32.8,26.0,0.0,0.0,3,15.9,29.5,96
Chennai,2004-01-26,28.4,22.5,31.9,26.6,1.5,1.5,53,13.4,28.4,122
Chennai,2004-01-27,28.4,22.7,32.9,27.1,4.1,4.1,61,13.7,27.0,100
Chennai,2004-01-28,28.4,22.8,31.5,26.3,0.3,0.3,51,17.3,32.4,71
Chennai,2004-01-29,28.5,23.1,30.7,26.4,0.3,0.3,51,15.9,29.9,91
Chennai,2004-01-30,28.9,23.2,32.0,26.5,0.1,0.1,51,14.8,28.1,89
Chennai,2004-01-31,29.4,23.1,32.8,26.2,0.0,0.0,3,13.6,26.6,109
Chennai,2004-02-01,29.3,22.2,32.2,25.4,0.0,0.0,3,17.4,30.2,109
Chennai,2004-02-02,29.1,22.2,31.4,25.0,0.0,0.0,2,15.6,29.5,70
Chennai,2004-02-03,29.0,21.3,30.8,23.7,0.0,0.0,3,21.4,35.6,47
Chennai,2004-02-04,29.2,21.2,31.5,23.7,0.0,0.0,3,16.4,29.5,65
Chennai,2004-02-05,30.1,23.2,33.8,26.4,0.2,0.2,51,14.3,28.4,110
Chennai,2004-02-06,30.5,22.7,33.2,25.8,0.0,0.0,3,16.5,30.6,138
Chennai,2004-02-07,29.2,24.0,32.5,27.5,0.0,0.0,3,16.9,32.8,59
Chennai,2004-02-08,28.9,23.2,30.1,25.4,0.0,0.0,3,18.1,32.4,46
Chennai,2004-02-09,29.4,22.0,31.1,23.7,0.1,0.1,51,20.3,35.6,59
Chennai,2004-02-10,28.0,21.7,28.4,22.3,0.0,0.0,2,17.2,31.7,53
Chennai,2004-02-11,29.6,19.6,31.8,20.9,0.0,0.0,1,17.7,32.0,46
Chennai,2004-02-12,28.9,20.9,30.0,22.5,0.0,0.0,2,21.1,37.4,35
Chennai,2004-02-13,28.4,22.8,29.1,23.7,0.0,0.0,3,22.2,40.7,41
Chennai,2004-02-14,29.6,22.6,29.7,23.5,0.0,0.0,2,21.2,39.2,38
Chennai,2004-02-15,30.4,20.4,30.8,21.6,0.0,0.0,2,18.8,34.9,44
Chennai,2004-02-16,31.1,19.5,32.1,21.6,0.0,0.0,0,20.1,36.4,41
Chennai,2004-02-17,29.9,19.5,31.9,22.0,0.0,0.0,1,15.0,29.9,63
Chennai,2004-02-18,30.2,21.3,32.1,23.3,0.0,0.0,3,14.8,29.9,84
Chennai,2004-02-19,31.1,19.8,33.2,22.3,0.0,0.0,3,16.2,29.2,108
Chennai,2004-02-20,32.2,19.6,34.5,22.2,0.0,0.0,1,14.9,30.6,98
Chennai,2004-02-21,30.9,20.1,33.4,23.3,0.0,0.0,3,17.0,31.3,59
Chennai,2004-02-22,31.1,20.4,33.0,23.3,0.0,0.0,2,14.7,29.9,68
Chennai,2004-02-23,31.9,19.4,34.0,22.4,0.0,0.0,2,14.8,28.1,90
Chennai,2004-02-24,31.6,19.5,33.8,22.5,0.0,0.0,2,14.7,28.4,97
Chennai,2004-02-25,31.6,19.1,33.9,21.8,0.0,0.0,3,13.4,26.3,126
Chennai,2004-02-26,32.1,18.9,34.6,21.5,0.0,0.0,2,14.6,28.4,139
Chennai,2004-02-27,31.1,19.3,33.3,22.3,0.0,0.0,2,13.7,26.6,132
Chennai,2004-02-28,30.8,18.3,32.9,20.3,0.0,0.0,3,15.1,30.2,135
Chennai,2004-02-29,31.0,18.0,33.8,19.8,0.0,0.0,3,14.5,27.7,144
Chennai,2004-03-01,32.0,19.2,35.1,21.6,0.0,0.0,3,13.9,26.3,159
Chennai,2004-03-02,32.5,19.4,35.4,22.1,0.0,0.0,3,14.0,27.7,156
Chennai,2004-03-03,33.0,21.5,36.1,24.7,0.0,0.0,3,14.8,29.2,164
Chennai,2004-03-04,32.8,22.4,36.2,25.9,0.0,0.0,1,15.0,27.7,156
Chennai,2004-03-05,32.2,19.8,34.9,22.5,0.0,0.0,1,13.4,27.0,134
Chennai,2004-03-06,31.8,18.3,35.0,20.4,0.0,0.0,2,12.8,25.6,138
Chennai,2004-03-07,31.4,19.5,34.5,22.3,0.0,0.0,3,14.6,29.5,143
Chennai,2004-03-08,30.9,21.1,34.4,23.6,0.0,0.0,3,16.3,31.0,99
Chennai,2004-03-09,30.2,23.2,32.6,25.6,0.0,0.0,2,20.8,38.2,46
Chennai,2004-03-10,31.5,23.2,34.8,26.9,0.0,0.0,3,16.5,32.4,65
Chennai,2004-03-11,32.3,23.3,35.8,27.9,0.0,0.0,3,17.7,33.5,83
Chennai,2004-03-12,32.1,22.7,35.5,26.9,0.0,0.0,2,15.2,29.9,80
Chennai,2004-03-13,32.8,22.6,36.3,26.9,0.0,0.0,3,17.3,32.8,62
Chennai,2004-03-14,32.3,21.8,35.1,25.2,0.0,0.0,3,15.3,30.6,54
Chennai,2004-03-15,33.5,21.0,36.4,24.5,0.0,0.0,3,12.2,25.9,87
Chennai,2004-03-16,34.2,19.7,36.2,22.7,0.0,0.0,3,14.8,29.9,140
Chennai,2004-03-17,34.8,20.6,37.4,23.1,0.0,0.0,3,14.9,28.1,173
Chennai,2004-03-18,35.2,23.9,37.7,28.2,0.0,0.0,3,18.2,34.6,178
Chennai,2004-03-19,35.7,24.1,38.9,27.9,0.0,0.0,2,16.7,30.6,178
Chennai,2004-03-20,35.8,25.2,38.9,28.9,0.0,0.0,3,20.1,36.4,181
Chennai,2004-03-21,35.0,25.1,38.8,29.7,0.0,0.0,3,20.6,37.1,172
Chennai,2004-03-22,33.7,24.7,37.4,28.8,0.0,0.0,2,22.7,38.9,168
Chennai,2004-03-23,34.2,23.6,38.3,27.1,0.0,0.0,2,19.7,33.5,169
Chennai,2004-03-24,34.9,23.9,39.4,28.2,0.0,0.0,1,17.2,29.9,153
Chennai,2004-03-25,34.3,24.7,39.2,29.3,0.0,0.0,2,16.1,29.9,144
Chennai,2004-03-26,33.3,23.8,37.7,28.5,0.0,0.0,1,17.9,32.4,122
Chennai,2004-03-27,32.0,25.2,36.0,29.3,0.6,0.6,51,17.4,32.0,121
Chennai,2004-03-28,31.8,25.5,37.6,30.9,0.3,0.3,51,16.4,31.0,137
Chennai,2004-03-29,33.3,25.9,37.9,30.7,0.0,0.0,1,19.9,36.0,163
Chennai,2004-03-30,34.2,26.5,39.2,30.7,0.6,0.6,51,24.9,39.6,169
Chennai,2004-03-31,33.5,26.1,38.2,30.6,1.7,1.7,53,21.9,34.9,167
Chennai,2004-04-01,33.6,26.4,39.2,31.5,1.3,1.3,51,16.3,31.3,164
Chennai,2004-04-02,34.8,26.7,39.8,32.2,0.0,0.0,3,18.3,36.4,166
Chennai,2004-04-03,33.7,26.3,38.6,31.1,0.8,0.8,51,17.1,32.0,168
Chennai,2004-04-04,32.7,27.0,37.0,31.7,0.2,0.2,51,16.9,31.3,157
Chennai,2004-04-05,34.4,26.5,38.5,31.5,0.5,0.5,51,20.3,33.8,167
Chennai,2004-04-06,33.9,27.4,38.0,32.4,0.0,0.0,3,18.0,30.2,182
Chennai,2004-04-07,35.8,26.8,40.3,31.9,0.7,0.7,53,19.0,35.3,185
Chennai,2004-04-08,36.0,26.8,40.4,31.0,0.2,0.2,51,21.7,36.4,179
Chennai,2004-04-09,36.0,27.8,41.5,32.3,0.0,0.0,1,22.2,39.2,167
Chennai,2004-04-10,35.2,27.7,39.5,32.2,0.0,0.0,1,21.8,37.4,162
Chennai,2004-04-11,34.8,26.9,39.2,31.9,0.0,0.0,2,21.6,38.5,161
Chennai,2004-04-12,35.2,26.8,39.8,31.8,0.0,0.0,2,20.2,37.1,170
Chennai,2004-04-13,36.4,27.4,40.6,32.2,0.0,0.0,3,22.9,41.4,178
Chennai,2004-04-14,37.3,27.7,41.6,32.3,0.0,0.0,1,25.0,41.8,178
Chennai,2004-04-15,37.2,27.9,41.2,32.0,0.0,0.0,1,25.3,44.6,181
Chennai,2004-04-16,38.0,28.1,42.7,31.6,0.0,0.0,1,26.5,44.6,181
Chennai,2004-04-17,38.1,28.3,43.1,32.3,0.0,0.0,3,24.6,41.0,179
Chennai,2004-04-18,38.9,28.1,43.6,31.9,0.0,0.0,1,23.5,40.7,181
Chennai,2004-04-19,36.5,28.4,41.3,31.8,0.0,0.0,2,23.2,42.5,173
Chennai,2004-04-20,34.8,27.5,38.8,32.5,0.0,0.0,3,21.8,38.9,163
Chennai,2004-04-21,35.1,26.8,39.4,32.0,0.5,0.5,53,19.9,37.1,161
Chennai,2004-04-22,35.2,27.6,39.7,31.8,0.0,0.0,2,23.2,42.1,168
Chennai,2004-04-23,35.7,27.3,39.7,31.5,0.0,0.0,3,23.2,41.4,163
Chennai,2004-04-24,34.5,27.6,38.6,31.7,0.2,0.2,51,20.9,38.2,161
Chennai,2004-04-25,33.5,26.4,39.5,31.4,2.0,2.0,53,17.9,32.8,141
Chennai,2004-04-26,34.3,26.6,39.0,32.6,0.2,0.2,51,17.6,31.3,134
Chennai,2004-04-27,35.7,26.8,40.4,32.5,0.5,0.5,51,16.8,34.6,160
Chennai,2004-04-28,35.5,27.5,40.5,32.6,0.0,0.0,3,20.1,32.4,164
Chennai,2004-04-29,34.8,27.7,40.1,31.9,0.5,0.5,53,18.9,35.6,149
Chennai,2004-04-30,33.7,26.5,39.0,32.8,0.4,0.4,51,18.8,36.7,97
Chennai,2004-05-01,32.8,26.4,37.2,32.7,0.9,0.9,51,19.5,35.3,87
Chennai,2004-05-02,33.0,26.2,37.0,30.9,13.7,13.7,63,19.6,38.2,63
Chennai,2004-05-03,26.8,25.5,31.3,28.9,43.2,43.2,63,21.2,35.6,79
Chennai,2004-05-04,28.9,25.3,33.1,28.4,22.9,22.9,63,23.5,43.2,111
Chennai,2004-05-05,28.3,25.1,33.3,29.7,18.7,18.7,61,17.0,28.1,117
Chennai,2004-05-06,27.8,25.1,32.3,29.1,14.7,14.7,63,19.7,35.3,140
Chennai,2004-05-07,29.2,25.6,33.6,29.0,12.4,12.4,63,21.0,42.5,159
Chennai,2004-05-08,31.5,25.7,37.3,30.3,1.3,1.3,53,13.9,29.2,154
Chennai,2004-05-09,31.5,25.5,37.8,31.6,3.0,3.0,55,11.8,23.8,147
Chennai,2004-05-10,32.0,25.8,39.2,31.7,1.5,1.5,53,12.1,21.2,165
Chennai,2004-05-11,33.8,25.9,41.0,30.6,0.5,0.5,51,14.9,25.2,204
Chennai,2004-05-12,35.3,27.6,42.3,32.1,0.0,0.0,3,16.1,24.8,205
Chennai,2004-05-13,36.0,27.9,44.5,32.7,0.1,0.1,51,17.1,26.3,212
Chennai,2004-05-14,33.8,28.3,38.9,32.1,0.4,0.4,51,17.3,31.7,206
Chennai,2004-05-15,35.3,27.7,42.0,31.6,0.6,0.6,53,18.4,36.7,210
Chennai,2004-05-16,34.2,26.8,41.4,31.8,9.9,9.9,63,14.7,25.2,227
Chennai,2004-05-17,33.0,26.1,38.1,30.1,0.3,0.3,51,17.9,34.2,236
Chennai,2004-05-18,35.0,27.3,38.3,29.1,0.8,0.8,53,20.3,41.4,242
Chennai,2004-05-19,36.5,27.9,40.4,29.3,0.1,0.1,51,21.0,41.4,250
Chennai,2004-05-20,35.8,28.2,40.6,29.5,0.0,0.0,3,21.3,33.8,238
Chennai,2004-05-21,36.2,28.1,40.2,28.4,0.0,0.0,3,19.4,32.8,240
Chennai,2004-05-22,36.0,28.0,42.5,30.1,0.2,0.2,51,20.9,36.4,217
Chennai,2004-05-23,35.6,26.4,41.9,30.9,11.4,11.4,63,19.4,34.2,215
Chennai,2004-05-24,33.4,26.3,40.5,30.9,7.8,7.8,61,18.9,38.2,227
Chennai,2004-05-25,32.9,26.5,39.6,29.9,0.9,0.9,53,20.5,32.8,219
Chennai,2004-05-26,34.0,26.6,41.4,30.6,0.0,0.0,3,17.7,28.8,190
Chennai,2004-05-27,34.0,26.0,41.5,29.7,1.4,1.4,53,19.5,28.4,200
Chennai,2004-05-28,33.0,25.4,38.6,29.9,0.7,0.7,53,11.3,27.0,315
Chennai,2004-05-29,33.0,25.9,39.7,31.6,0.9,0.9,53,14.6,26.3,200
Chennai,2004-05-30,30.8,25.9,35.7,30.1,0.3,0.3,51,15.0,24.1,159
Chennai,2004-05-31,32.2,26.3,38.5,30.9,5.7,5.7,61,13.0,23.8,215
Chennai,2004-06-01,32.5,25.7,38.4,29.8,1.0,1.0,55,18.5,29.5,212
Chennai,2004-06-02,33.6,25.7,40.9,29.9,0.2,0.2,51,21.3,31.7,211
Chennai,2004-06-03,34.6,26.4,42.2,30.7,0.0,0.0,3,25.6,31.0,202
Chennai,2004-06-04,35.3,27.5,41.8,30.3,1.0,1.0,51,18.9,35.3,240
Chennai,2004-06-05,34.1,26.8,40.9,31.2,3.2,3.2,55,23.2,34.6,226
Chennai,2004-06-06,34.3,26.4,41.5,30.3,1.5,1.5,53,18.0,33.8,216
Chennai,2004-06-07,35.1,27.3,41.9,31.5,1.9,1.9,61,17.4,29.2,220
Chennai,2004-06-08,34.0,26.7,39.7,29.5,2.5,2.5,61,18.4,31.0,230
Chennai,2004-06-09,32.4,26.4,35.9,29.4,4.4,4.4,61,19.8,31.3,238
Chennai,2004-06-10,34.1,27.0,37.1,29.5,1.7,1.7,53,21.5,37.4,251
Chennai,2004-06-11,32.1,26.7,36.3,29.5,0.0,0.0,3,21.4,30.6,234
Chennai,2004-06-12,32.7,27.8,35.9,29.1,0.9,0.9,53,20.2,33.1,245
Chennai,2004-06-13,34.4,27.8,35.9,29.1,0.7,0.7,53,21.9,42.8,241
Chennai,2004-06-14,34.7,28.1,35.7,29.6,0.0,0.0,3,26.9,47.5,231
Chennai,2004-06-15,34.7,27.1,36.8,29.4,0.0,0.0,3,24.3,45.4,211
Chennai,2004-06-16,35.3,27.4,36.6,30.2,0.0,0.0,3,24.9,45.7,218
Chennai,2004-06-17,36.4,27.6,37.4,29.2,0.0,0.0,3,24.2,44.3,218
Chennai,2004-06-18,35.5,28.0,36.5,29.0,0.0,0.0,3,26.3,45.0,231
Chennai,2004-06-19,36.2,27.1,39.3,27.9,0.0,0.0,3,19.8,38.9,236
Chennai,2004-06-20,36.7,27.7,40.1,28.9,0.0,0.0,3,19.8,32.0,229
Chennai,2004-06-21,35.4,28.1,38.7,29.2,0.0,0.0,3,18.7,33.1,223
Chennai,2004-06-22,36.6,28.2,40.6,29.2,0.0,0.0,3,19.8,33.1,213
Chennai,2004-06-23,36.0,27.2,41.0,28.5,0.0,0.0,3,22.0,33.8,202
Chennai,2004-06-24,36.8,27.8,40.6,29.4,0.0,0.0,3,23.3,37.1,204
Chennai,2004-06-25,36.6,28.1,41.7,29.3,0.0,0.0,3,19.1,32.0,210
Chennai,2004-06-26,36.3,26.8,41.9,29.7,1.0,1.0,51,18.8,31.0,210
Chennai,2004-06-27,35.5,26.4,39.8,30.2,4.4,4.4,61,19.7,34.6,237
Chennai,2004-06-28,35.3,27.2,39.0,30.4,0.9,0.9,53,21.6,37.1,213
Chennai,2004-06-29,35.1,27.1,39.3,30.4,0.2,0.2,51,19.9,36.7,217
Chennai,2004-06-30,35.9,28.6,40.7,30.7,0.0,0.0,3,18.4,34.9,222
Chennai,2004-07-01,36.7,28.8,40.0,29.8,0.0,0.0,3,22.1,42.1,257
Chennai,2004-07-02,36.2,28.9,38.7,29.9,1.0,1.0,53,19.1,34.2,257
Chennai,2004-07-03,34.9,26.5,39.1,29.9,3.8,3.8,55,18.4,36.4,240
Chennai,2004-07-04,34.7,26.3,39.0,30.6,0.0,0.0,3,21.3,35.6,205
Chennai,2004-07-05,35.5,28.1,40.9,31.3,0.0,0.0,3,20.2,31.3,188
Chennai,2004-07-06,34.8,26.8,40.1,31.6,4.9,4.9,61,18.8,29.9,187
Chennai,2004-07-07,34.0,26.2,39.4,31.3,9.1,9.1,63,18.9,32.4,173
Chennai,2004-07-08,32.7,26.9,36.7,31.7,0.5,0.5,51,17.9,32.0,179
Chennai,2004-07-09,32.6,25.5,38.6,29.6,6.5,6.5,63,16.6,30.6,191
Chennai,2004-07-10,32.7,25.6,38.5,30.1,10.4,10.4,63,16.9,31.7,198
Chennai,2004-07-11,32.8,26.0,37.9,30.1,4.8,4.8,61,15.3,26.3,215
Chennai,2004-07-12,30.9,25.5,34.5,29.1,6.6,6.6,55,16.5,32.8,253
Chennai,2004-07-13,30.6,25.0,33.5,26.7,1.1,1.1,53,21.1,45.4,264
Chennai,2004-07-14,31.9,26.2,34.6,27.8,0.1,0.1,51,16.6,36.4,267
Chennai,2004-07-15,32.4,26.6,35.4,28.5,0.0,0.0,3,20.2,34.9,255
Chennai,2004-07-16,33.1,26.5,39.1,29.2,1.0,1.0,53,20.6,28.8,212
Chennai,2004-07-17,33.9,26.6,39.6,29.8,0.2,0.2,51,21.6,33.1,188
Chennai,2004-07-18,34.2,27.0,39.6,30.5,0.8,0.8,51,21.5,35.3,188
Chennai,2004-07-19,34.1,27.1,40.5,31.5,0.3,0.3,51,18.9,28.4,191
Chennai,2004-07-20,34.7,26.8,39.4,30.3,0.3,0.3,51,18.0,33.8,206
Chennai,2004-07-21,35.3,27.5,40.3,29.2,3.2,3.2,61,17.3,31.7,242
Chennai,2004-07-22,32.9,27.6,36.0,29.1,0.3,0.3,51,18.7,36.7,279
Chennai,2004-07-23,31.6,26.6,33.6,29.9,2.3,2.3,53,16.8,37.1,261
Chennai,2004-07-24,33.4,26.1,36.7,28.7,1.3,1.3,53,16.9,29.2,239
Chennai,2004-07-25,33.5,26.2,37.0,28.5,4.5,4.5,53,17.2,39.2,240
Chennai,2004-07-26,33.9,26.0,37.0,28.9,1.3,1.3,53,16.5,34.2,236
Chennai,2004-07-27,34.5,26.9,37.6,28.8,0.6,0.6,51,17.0,32.4,258
Chennai,2004-07-28,34.5,26.9,37.1,28.3,0.0,0.0,3,17.8,32.8,246
Chennai,2004-07-29,33.2,27.2,35.9,29.6,0.0,0.0,3,22.5,34.9,218
Chennai,2004-07-30,34.6,26.6,38.3,28.7,0.1,0.1,51,17.5,32.0,214
Chennai,2004-07-31,33.8,26.2,36.9,29.5,0.2,0.2,51,15.3,30.2,240
Chennai,2004-08-01,34.4,27.1,37.1,28.6,0.6,0.6,53,17.7,29.5,240
Chennai,2004-08-02,31.8,27.8,34.2,28.7,0.0,0.0,3,21.4,35.3,258
Chennai,2004-08-03,32.6,24.2,35.1,26.8,7.2,7.2,61,24.8,54.4,251
Chennai,2004-08-04,30.8,25.8,32.2,27.1,3.9,3.9,55,27.8,59.0,231
Chennai,2004-08-05,34.0,26.4,35.2,26.9,0.1,0.1,51,26.1,47.2,221
Chennai,2004-08-06,35.0,26.7,37.6,28.6,0.0,0.0,3,22.6,39.2,224
Chennai,2004-08-07,34.6,27.0,37.0,29.0,0.5,0.5,53,18.4,33.8,235
Chennai,2004-08-08,34.7,26.1,37.8,29.0,1.1,1.1,51,17.2,33.8,249
Chennai,2004-08-09,35.6,26.8,39.7,28.7,0.0,0.0,3,16.5,31.0,237
Chennai,2004-08-10,35.3,27.5,39.6,29.5,0.0,0.0,3,17.3,28.1,222
Chennai,2004-08-11,36.1,28.1,39.7,29.4,0.0,0.0,3,19.4,32.4,235
Chennai,2004-08-12,36.3,27.8,38.9,28.3,0.0,0.0,3,21.1,37.1,240
Chennai,2004-08-13,34.5,28.4,35.4,29.7,0.0,0.0,3,22.0,40.7,238
Chennai,2004-08-14,35.6,28.1,37.3,29.3,0.0,0.0,3,23.0,40.3,227
Chennai,2004-08-15,36.7,27.5,39.7,28.1,0.6,0.6,51,19.7,38.9,244
Chennai,2004-08-16,36.9,27.8,41.6,29.1,0.6,0.6,51,20.4,34.9,251
Chennai,2004-08-17,36.5,28.0,40.2,29.5,0.0,0.0,3,19.5,32.0,240
