city,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weather_code,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
Chennai,2013-11-26,29.2,22.5,33.3,26.2,0.0,0.0,3,11.9,23.0,17
Chennai,2013-11-27,28.9,21.0,33.0,24.0,0.0,0.0,3,19.6,27.0,0
Chennai,2013-11-28,24.8,22.0,26.5,22.0,0.0,0.0,3,19.6,34.2,328
Chennai,2013-11-29,28.4,21.8,31.2,25.3,0.0,0.0,3,10.4,22.0,91
Chennai,2013-11-30,28.4,22.0,31.8,25.3,2.3,2.3,53,17.8,31.7,33
Chennai,2013-12-01,27.8,24.0,32.6,28.2,4.5,4.5,55,14.4,28.8,32
Chennai,2013-12-02,26.3,23.5,30.6,27.5,6.4,6.4,55,16.5,29.5,40
Chennai,2013-12-03,27.3,23.7,29.2,26.4,3.3,3.3,53,24.0,39.6,36
Chennai,2013-12-04,27.4,23.4,27.4,24.6,0.0,0.0,3,27.5,45.7,31
Chennai,2013-12-05,27.8,24.7,27.8,25.0,0.0,0.0,3,30.4,50.8,16
Chennai,2013-12-06,27.2,24.0,26.2,24.3,0.0,0.0,3,32.7,54.0,5
Chennai,2013-12-07,26.3,23.3,26.6,24.2,9.8,9.8,53,27.8,49.7,2
Chennai,2013-12-08,26.4,23.2,26.2,23.8,4.2,4.2,53,33.1,52.2,350
Chennai,2013-12-09,28.2,22.1,27.1,21.2,0.0,0.0,3,25.5,42.8,344
Chennai,2013-12-10,29.1,23.3,28.6,21.3,0.0,0.0,3,23.3,37.8,345
Chennai,2013-12-11,28.5,23.4,28.7,22.9,5.6,5.6,61,34.9,47.5,339
Chennai,2013-12-12,25.7,23.5,28.3,23.5,20.2,20.2,63,39.4,62.6,25
Chennai,2013-12-13,27.7,23.1,32.5,26.9,0.7,0.7,51,18.0,32.0,34
Chennai,2013-12-14,28.1,23.2,30.4,26.5,0.3,0.3,51,20.5,35.3,28
Chennai,2013-12-15,27.6,21.2,29.0,22.2,0.0,0.0,2,22.2,38.2,16
Chennai,2013-12-16,27.1,18.9,28.0,20.5,0.0,0.0,3,18.6,33.1,31
Chennai,2013-12-17,26.7,22.1,26.8,23.1,0.0,0.0,3,18.7,32.0,37
Chennai,2013-12-18,26.5,20.8,26.8,22.5,0.0,0.0,3,17.2,30.2,43
Chennai,2013-12-19,25.9,19.8,27.1,20.3,0.0,0.0,3,14.1,27.7,31
Chennai,2013-12-20,26.5,17.0,28.1,17.7,0.0,0.0,2,13.8,28.4,40
Chennai,2013-12-21,25.6,18.1,26.4,19.2,0.0,0.0,3,15.8,28.4,43
Chennai,2013-12-22,27.0,19.6,27.2,21.8,0.0,0.0,3,16.9,29.9,53
Chennai,2013-12-23,27.5,21.8,27.9,22.9,0.0,0.0,2,18.6,32.8,43
Chennai,2013-12-24,26.9,22.7,26.7,22.7,0.0,0.0,3,23.5,40.0,54
Chennai,2013-12-25,27.0,21.9,26.7,23.0,0.0,0.0,3,21.9,38.2,36
Chennai,2013-12-26,26.5,21.2,26.0,23.0,0.0,0.0,3,15.9,30.6,43
Chennai,2013-12-27,27.0,22.1,27.7,23.2,0.0,0.0,3,17.8,32.4,49
Chennai,2013-12-28,26.5,20.7,26.6,21.4,0.0,0.0,3,13.4,24.5,58
Chennai,2013-12-29,26.1,18.9,26.0,19.8,0.0,0.0,3,16.8,30.6,51
Chennai,2013-12-30,26.5,21.0,25.8,22.4,0.0,0.0,3,18.1,32.4,56
Chennai,2013-12-31,27.5,22.3,28.0,23.2,0.0,0.0,2,19.4,34.6,64
Chennai,2014-01-01,26.9,23.0,26.9,23.5,0.0,0.0,2,22.7,39.2,50
Chennai,2014-01-02,27.6,22.8,27.6,23.6,0.0,0.0,3,22.2,40.3,38
Chennai,2014-01-03,27.6,23.3,28.6,24.7,0.0,0.0,3,24.4,41.8,37
Chennai,2014-01-04,26.5,22.2,26.5,23.7,0.0,0.0,3,21.8,38.2,33
Chennai,2014-01-05,27.8,22.6,29.5,24.6,0.0,0.0,3,18.8,35.6,37
Chennai,2014-01-06,27.5,22.1,29.0,24.3,0.0,0.0,3,18.8,34.2,41
Chennai,2014-01-07,27.6,22.4,28.7,24.3,0.0,0.0,2,20.9,37.1,44
Chennai,2014-01-08,27.9,23.4,28.0,24.3,0.0,0.0,2,21.0,36.4,58
Chennai,2014-01-09,27.8,22.3,29.1,24.5,0.0,0.0,3,17.9,32.4,56
Chennai,2014-01-10,28.0,21.3,30.5,23.6,0.0,0.0,3,15.5,29.2,65
Chennai,2014-01-11,28.0,21.0,30.2,22.7,0.0,0.0,2,11.8,25.6,80
Chennai,2014-01-12,28.2,19.3,30.7,21.4,0.0,0.0,1,14.6,28.8,47
Chennai,2014-01-13,28.2,21.6,29.3,24.0,0.0,0.0,3,19.6,34.9,41
Chennai,2014-01-14,28.0,21.7,29.9,24.4,0.0,0.0,3,16.3,30.6,56
Chennai,2014-01-15,28.7,21.4,30.9,23.5,0.0,0.0,2,14.4,28.4,77
Chennai,2014-01-16,28.4,22.2,30.4,24.4,0.0,0.0,2,15.9,27.4,87
Chennai,2014-01-17,28.1,21.5,29.5,23.9,0.0,0.0,2,17.8,33.8,66
Chennai,2014-01-18,28.0,21.8,28.9,23.4,0.0,0.0,3,15.7,32.0,63
Chennai,2014-01-19,27.1,22.1,29.2,24.4,1.5,1.5,51,18.8,34.6,56
Chennai,2014-01-20,28.4,22.3,29.6,24.7,0.0,0.0,2,21.7,38.9,58
Chennai,2014-01-21,28.0,22.8,28.5,24.3,0.0,0.0,2,22.0,38.2,57
Chennai,2014-01-22,28.2,22.8,28.6,23.9,0.0,0.0,2,19.7,35.6,71
Chennai,2014-01-23,28.4,21.3,29.3,22.6,0.0,0.0,3,17.4,31.7,51
Chennai,2014-01-24,28.5,18.9,30.5,21.0,0.0,0.0,1,16.0,30.2,53
Chennai,2014-01-25,28.7,21.6,30.0,23.4,0.0,0.0,1,18.2,32.4,58
Chennai,2014-01-26,27.8,21.4,27.3,23.1,0.0,0.0,2,23.4,41.0,41
Chennai,2014-01-27,28.8,23.7,29.3,24.0,0.0,0.0,2,21.7,39.2,55
Chennai,2014-01-28,28.8,22.4,29.3,23.2,0.0,0.0,3,22.5,40.3,51
Chennai,2014-01-29,28.3,21.4,28.8,23.0,0.0,0.0,1,22.7,40.7,41
Chennai,2014-01-30,28.6,20.8,29.2,22.1,0.0,0.0,3,22.6,40.3,31
Chennai,2014-01-31,28.9,20.7,30.4,23.0,0.0,0.0,2,19.6,35.3,37
Chennai,2014-02-01,27.6,22.2,29.9,24.7,1.3,1.3,51,19.7,36.4,52
Chennai,2014-02-02,28.5,22.4,30.7,24.2,0.0,0.0,1,18.4,34.2,51
Chennai,2014-02-03,29.0,19.3,31.5,21.5,0.0,0.0,1,12.6,25.6,54
Chennai,2014-02-04,29.5,18.7,32.1,20.9,0.0,0.0,3,12.6,25.9,68
Chennai,2014-02-05,30.0,18.4,32.0,20.8,0.0,0.0,3,11.8,23.8,80
Chennai,2014-02-06,29.7,17.4,32.2,19.2,0.0,0.0,3,12.6,26.3,82
Chennai,2014-02-07,30.3,18.1,32.4,20.2,0.0,0.0,3,11.6,24.1,70
Chennai,2014-02-08,30.5,17.9,32.4,20.0,0.0,0.0,3,13.2,24.1,165
Chennai,2014-02-09,30.7,16.7,31.8,18.0,0.0,0.0,0,17.8,32.4,177
Chennai,2014-02-10,30.7,19.3,33.0,21.4,0.0,0.0,0,14.3,28.4,167
Chennai,2014-02-11,30.3,20.6,32.2,23.0,0.0,0.0,2,17.4,31.0,159
Chennai,2014-02-12,30.1,20.0,32.2,22.8,0.0,0.0,1,15.6,31.3,143
Chennai,2014-02-13,29.6,21.1,31.5,22.6,0.0,0.0,3,16.6,31.7,121
Chennai,2014-02-14,29.9,21.9,32.1,23.6,0.0,0.0,3,18.4,33.5,122
Chennai,2014-02-15,30.4,21.6,32.6,24.3,0.0,0.0,3,18.1,32.8,143
Chennai,2014-02-16,30.1,23.8,33.2,26.9,0.1,0.1,51,18.4,32.4,154
Chennai,2014-02-17,29.6,23.9,33.8,28.1,2.6,2.6,61,12.3,22.7,85
Chennai,2014-02-18,29.2,24.0,31.9,26.5,0.5,0.5,51,19.8,34.9,60
Chennai,2014-02-19,28.5,23.1,31.1,26.1,0.9,0.9,51,18.2,33.8,69
Chennai,2014-02-20,29.0,22.5,31.4,24.5,0.0,0.0,1,15.2,29.9,76
Chennai,2014-02-21,29.5,21.1,32.2,23.8,0.0,0.0,1,17.8,31.7,74
Chennai,2014-02-22,29.5,20.4,31.9,22.3,0.0,0.0,1,15.5,30.2,80
Chennai,2014-02-23,29.0,20.7,30.9,22.5,0.0,0.0,3,15.1,29.9,60
Chennai,2014-02-24,27.2,21.8,28.8,24.5,1.7,1.7,51,20.3,34.2,65
Chennai,2014-02-25,29.7,23.1,31.6,25.8,0.0,0.0,2,17.8,31.0,76
Chennai,2014-02-26,30.0,22.1,33.3,24.3,0.0,0.0,1,16.2,30.2,90
Chennai,2014-02-27,30.5,21.1,33.9,23.0,0.0,0.0,2,16.8,32.0,109
Chennai,2014-02-28,30.6,22.4,33.8,24.6,0.0,0.0,2,20.0,33.8,116
Chennai,2014-03-01,29.3,23.4,30.9,25.8,0.0,0.0,2,18.0,33.1,112
Chennai,2014-03-02,30.0,22.6,32.5,25.8,0.0,0.0,3,16.6,29.2,113
Chennai,2014-03-03,30.7,23.4,33.1,26.0,0.0,0.0,2,18.5,31.0,105
Chennai,2014-03-04,30.1,23.4,32.1,26.4,0.0,0.0,2,19.4,35.3,101
Chennai,2014-03-05,30.1,23.5,32.1,26.2,0.0,0.0,2,18.8,33.5,96
Chennai,2014-03-06,29.8,23.2,31.5,26.0,0.0,0.0,3,18.9,34.9,83
Chennai,2014-03-07,30.3,22.8,32.2,25.3,0.0,0.0,2,18.2,32.0,77
Chennai,2014-03-08,30.3,23.0,32.9,25.6,0.0,0.0,3,19.2,35.6,71
Chennai,2014-03-09,30.6,23.7,32.7,26.0,0.0,0.0,3,17.7,32.8,72
Chennai,2014-03-10,30.5,23.6,32.3,26.8,0.7,0.7,51,18.3,32.8,75
Chennai,2014-03-11,30.8,23.6,33.3,26.2,0.0,0.0,3,16.0,31.3,90
Chennai,2014-03-12,31.2,22.8,34.4,25.7,0.0,0.0,1,14.3,29.2,91
Chennai,2014-03-13,31.0,20.6,33.8,23.7,0.0,0.0,3,14.5,29.2,68
Chennai,2014-03-14,31.9,21.2,34.5,24.7,0.0,0.0,3,13.9,29.2,72
Chennai,2014-03-15,31.6,19.5,34.4,22.3,0.0,0.0,3,14.8,30.2,58
Chennai,2014-03-16,32.3,19.7,35.3,22.4,0.0,0.0,3,15.8,31.3,50
Chennai,2014-03-17,32.7,21.3,36.0,25.1,0.0,0.0,2,17.0,32.0,71
Chennai,2014-03-18,33.8,21.0,36.1,24.7,0.0,0.0,3,17.1,33.1,83
Chennai,2014-03-19,33.2,21.8,36.9,26.1,0.0,0.0,2,16.0,30.6,140
Chennai,2014-03-20,34.5,22.7,39.5,26.8,0.0,0.0,2,17.4,31.3,153
Chennai,2014-03-21,35.3,24.3,39.4,29.1,0.0,0.0,3,16.9,31.3,167
Chennai,2014-03-22,34.9,24.5,37.9,28.6,0.0,0.0,2,19.5,34.9,171
Chennai,2014-03-23,34.1,24.8,36.9,29.0,0.0,0.0,2,20.1,36.7,165
Chennai,2014-03-24,33.4,22.5,36.9,26.3,0.0,0.0,2,19.6,35.6,152
Chennai,2014-03-25,33.9,22.8,37.2,27.0,0.0,0.0,2,18.3,34.6,148
Chennai,2014-03-26,32.9,22.0,36.9,26.4,0.0,0.0,3,14.6,29.2,105
Chennai,2014-03-27,33.6,22.4,37.4,27.0,0.0,0.0,3,13.2,28.1,135
Chennai,2014-03-28,35.0,21.4,37.8,25.1,0.0,0.0,3,14.4,26.6,158
Chennai,2014-03-29,36.1,22.4,39.0,25.9,0.0,0.0,3,16.1,26.6,177
Chennai,2014-03-30,36.7,23.0,38.6,26.0,0.0,0.0,2,18.9,31.7,184
Chennai,2014-03-31,36.7,23.1,38.1,25.8,0.0,0.0,0,20.2,36.4,182
Chennai,2014-04-01,36.7,24.0,38.5,27.6,0.0,0.0,0,19.5,33.8,180
Chennai,2014-04-02,35.1,24.7,38.9,29.1,0.0,0.0,3,18.6,33.8,162
Chennai,2014-04-03,33.9,24.9,38.2,29.6,0.0,0.0,3,14.8,29.5,147
Chennai,2014-04-04,34.3,24.1,38.1,28.5,0.0,0.0,3,19.2,35.3,158
Chennai,2014-04-05,35.0,24.2,39.1,28.7,0.0,0.0,2,18.2,32.8,163
Chennai,2014-04-06,35.2,25.9,39.3,30.5,0.0,0.0,1,20.9,36.7,169
Chennai,2014-04-07,35.6,26.0,39.4,30.8,0.0,0.0,3,20.4,36.7,180
Chennai,2014-04-08,36.1,25.4,39.0,29.4,0.0,0.0,1,23.2,40.3,181
Chennai,2014-04-09,37.3,26.8,41.4,30.6,0.0,0.0,1,23.1,36.0,180
Chennai,2014-04-10,35.6,25.8,40.4,31.8,0.0,0.0,2,19.3,33.5,161
Chennai,2014-04-11,36.9,26.3,41.3,31.9,0.0,0.0,2,16.8,31.3,169
Chennai,2014-04-12,35.5,27.1,40.1,32.7,0.2,0.2,51,19.4,35.6,161
Chennai,2014-04-13,34.7,27.1,39.7,32.5,0.0,0.0,3,19.9,35.6,146
Chennai,2014-04-14,34.1,26.0,38.4,31.8,0.0,0.0,3,18.6,35.3,141
Chennai,2014-04-15,34.0,26.5,38.5,31.1,0.0,0.0,3,17.1,33.1,147
Chennai,2014-04-16,34.9,25.4,39.1,30.5,0.0,0.0,3,19.7,35.3,164
Chennai,2014-04-17,36.1,25.5,39.2,29.5,0.0,0.0,2,22.2,39.2,174
Chennai,2014-04-18,35.5,26.8,39.9,31.5,0.0,0.0,1,20.1,37.1,154
Chennai,2014-04-19,35.4,24.5,39.7,29.5,0.0,0.0,3,19.0,33.8,148
Chennai,2014-04-20,34.8,23.3,39.4,28.1,0.0,0.0,3,14.7,29.9,141
Chennai,2014-04-21,34.5,23.0,38.1,27.5,0.0,0.0,3,16.1,31.7,154
Chennai,2014-04-22,34.2,23.7,38.6,29.1,0.0,0.0,3,13.6,28.1,113
Chennai,2014-04-23,34.7,24.3,39.3,29.7,0.0,0.0,3,13.7,26.6,132
Chennai,2014-04-24,35.8,24.9,40.1,29.7,0.0,0.0,2,18.3,33.5,173
Chennai,2014-04-25,36.9,26.7,41.0,32.0,0.0,0.0,3,20.4,38.2,173
Chennai,2014-04-26,36.5,27.4,41.0,32.3,0.0,0.0,3,21.9,39.6,174
Chennai,2014-04-27,35.5,27.3,39.9,32.5,0.0,0.0,2,21.4,38.5,167
Chennai,2014-04-28,35.8,27.7,40.3,32.6,0.0,0.0,3,18.7,35.3,166
Chennai,2014-04-29,35.5,26.7,39.8,31.9,0.0,0.0,3,23.4,38.9,165
Chennai,2014-04-30,34.8,27.5,39.9,32.7,0.0,0.0,3,16.9,30.6,160
Chennai,2014-05-01,35.7,27.5,39.9,32.7,0.0,0.0,3,22.7,39.6,171
Chennai,2014-05-02,35.1,28.1,39.1,33.3,0.2,0.2,51,22.2,40.0,168
Chennai,2014-05-03,35.2,27.6,39.7,32.6,0.7,0.7,51,23.2,41.0,162
Chennai,2014-05-04,33.2,27.2,38.0,32.0,1.1,1.1,51,23.2,39.2,140
Chennai,2014-05-05,29.9,25.9,35.1,30.4,12.0,12.0,61,17.1,32.0,130
Chennai,2014-05-06,30.2,24.9,34.2,29.4,14.5,14.5,63,16.6,32.8,117
Chennai,2014-05-07,29.5,25.6,34.4,29.3,16.5,16.5,63,18.9,33.8,150
Chennai,2014-05-08,31.3,25.2,35.9,29.0,6.4,6.4,61,22.6,44.3,177
Chennai,2014-05-09,32.4,25.6,36.2,28.9,8.4,8.4,63,25.6,43.9,187
Chennai,2014-05-10,34.3,27.6,40.5,32.0,0.4,0.4,51,22.5,37.4,193
Chennai,2014-05-11,35.5,27.8,43.2,33.1,0.0,0.0,3,18.7,29.9,185
Chennai,2014-05-12,36.6,28.1,42.6,33.2,0.0,0.0,3,20.6,31.0,186
Chennai,2014-05-13,36.9,28.6,42.7,33.5,0.3,0.3,51,21.3,33.1,185
Chennai,2014-05-14,38.0,28.1,42.8,31.5,0.0,0.0,3,18.8,33.1,181
Chennai,2014-05-15,38.4,27.9,43.0,33.1,0.0,0.0,3,17.2,32.0,181
Chennai,2014-05-16,38.3,27.3,42.2,32.6,0.0,0.0,2,15.0,28.4,146
Chennai,2014-05-17,37.1,27.4,42.8,33.8,0.4,0.4,51,14.9,27.7,157
Chennai,2014-05-18,35.8,26.9,42.1,33.4,0.0,0.0,3,14.9,31.3,138
Chennai,2014-05-19,36.3,27.2,40.3,33.1,0.0,0.0,3,21.0,36.7,172
Chennai,2014-05-20,36.9,27.1,41.8,33.3,0.2,0.2,51,18.8,36.0,178
Chennai,2014-05-21,38.0,27.9,43.0,31.2,0.1,0.1,51,20.6,37.8,204
Chennai,2014-05-22,39.6,29.1,44.9,31.9,0.2,0.2,51,18.5,33.5,223
Chennai,2014-05-23,40.2,29.8,44.9,32.1,0.0,0.0,3,22.0,36.4,204
Chennai,2014-05-24,39.4,29.7,44.8,32.7,0.0,0.0,3,22.3,37.4,179
Chennai,2014-05-25,40.3,29.6,44.7,33.4,0.2,0.2,51,23.2,38.2,177
Chennai,2014-05-26,37.7,29.3,42.7,32.6,0.3,0.3,51,19.8,35.3,178
Chennai,2014-05-27,37.3,28.7,42.3,33.2,0.0,0.0,2,21.8,39.2,176
Chennai,2014-05-28,36.6,28.8,41.9,33.6,0.2,0.2,51,23.0,42.8,177
Chennai,2014-05-29,37.2,28.6,42.0,32.5,0.0,0.0,3,21.4,37.4,178
Chennai,2014-05-30,38.5,28.8,42.9,33.0,0.2,0.2,51,20.0,37.8,178
Chennai,2014-05-31,38.9,28.1,45.1,33.6,0.0,0.0,0,19.2,36.0,170
Chennai,2014-06-01,38.0,28.7,44.1,33.4,0.0,0.0,1,20.1,34.6,170
Chennai,2014-06-02,36.9,28.0,42.7,31.4,3.4,3.4,61,22.7,35.6,172
Chennai,2014-06-03,36.1,27.1,43.2,32.0,8.5,8.5,61,15.3,36.7,230
Chennai,2014-06-04,35.6,28.0,42.2,33.5,0.0,0.0,3,19.5,31.0,186
Chennai,2014-06-05,36.4,28.4,43.3,33.1,0.6,0.6,53,22.0,32.0,188
Chennai,2014-06-06,37.4,28.1,43.9,32.7,1.3,1.3,55,25.3,38.9,221
Chennai,2014-06-07,38.1,28.9,45.7,32.4,0.0,0.0,3,19.9,37.4,214
Chennai,2014-06-08,39.1,28.0,44.3,33.1,4.7,4.7,61,17.3,31.3,223
Chennai,2014-06-09,34.4,27.8,37.8,32.5,4.7,4.7,61,18.4,35.3,249
Chennai,2014-06-10,37.1,29.0,41.2,31.2,0.0,0.0,3,21.9,33.8,214
Chennai,2014-06-11,38.1,28.9,44.2,30.8,0.3,0.3,51,22.4,37.4,245
Chennai,2014-06-12,38.4,28.6,44.8,32.1,1.5,1.5,53,19.8,35.6,249
Chennai,2014-06-13,36.9,29.5,41.4,31.6,0.3,0.3,51,22.6,37.1,255
Chennai,2014-06-14,36.9,30.0,40.3,32.4,0.0,0.0,3,17.8,29.2,261
Chennai,2014-06-15,37.7,30.1,40.8,32.1,0.0,0.0,3,20.0,38.5,257
Chennai,2014-06-16,38.8,30.0,42.8,31.4,0.0,0.0,3,21.6,35.6,236
Chennai,2014-06-17,39.7,30.0,44.9,30.8,2.2,2.2,61,22.5,40.0,255
Chennai,2014-06-18,37.4,29.9,40.1,31.3,0.0,0.0,3,20.5,37.8,252
Chennai,2014-06-19,37.8,29.9,40.4,31.7,0.0,0.0,3,21.8,39.6,238
Chennai,2014-06-20,38.1,29.6,41.6,30.9,0.1,0.1,51,23.8,41.4,228
Chennai,2014-06-21,38.3,29.9,42.1,31.3,0.4,0.4,51,20.9,36.0,232
Chennai,2014-06-22,37.8,29.9,41.8,31.6,0.0,0.0,3,20.0,34.2,229
Chennai,2014-06-23,38.6,30.3,41.7,31.5,0.0,0.0,3,22.6,39.6,247
Chennai,2014-06-24,39.2,29.6,43.1,30.9,0.0,0.0,3,20.2,38.2,226
Chennai,2014-06-25,39.3,29.7,43.9,32.0,0.0,0.0,3,19.5,34.6,207
Chennai,2014-06-26,37.9,30.0,40.9,32.2,0.0,0.0,3,19.5,32.0,211
Chennai,2014-06-27,37.6,29.2,42.1,31.9,0.8,0.8,53,21.5,34.9,185
Chennai,2014-06-28,36.3,28.7,41.1,33.1,1.0,1.0,53,17.7,31.7,196
Chennai,2014-06-29,37.5,27.7,43.6,32.2,3.6,3.6,61,19.1,36.4,217
Chennai,2014-06-30,35.9,26.5,40.5,31.4,3.6,3.6,53,25.2,38.2,208
Chennai,2014-07-01,36.2,28.3,42.3,31.4,0.0,0.0,3,22.1,40.0,223
Chennai,2014-07-02,36.3,28.5,41.5,30.9,0.2,0.2,51,20.6,33.5,239
Chennai,2014-07-03,37.0,29.5,41.2,31.3,0.0,0.0,3,20.2,35.6,234
Chennai,2014-07-04,37.1,28.3,42.6,31.1,1.4,1.4,53,20.6,33.8,225
Chennai,2014-07-05,37.0,27.0,42.3,31.1,4.9,4.9,55,21.9,38.9,214
Chennai,2014-07-06,34.3,27.4,39.2,31.8,7.4,7.4,63,18.0,32.8,248
Chennai,2014-07-07,33.3,26.5,38.9,31.2,8.3,8.3,63,15.5,28.4,220
Chennai,2014-07-08,33.8,26.4,37.0,30.0,6.9,6.9,63,16.5,32.8,245
Chennai,2014-07-09,31.9,26.1,35.4,29.9,7.7,7.7,53,17.6,39.6,238
Chennai,2014-07-10,30.2,26.0,33.2,29.6,2.1,2.1,55,21.3,39.6,249
Chennai,2014-07-11,31.3,26.7,34.3,29.0,0.0,0.0,3,20.7,33.1,248
Chennai,2014-07-12,34.0,27.6,35.9,28.9,0.0,0.0,3,20.6,38.9,255
Chennai,2014-07-13,34.1,28.1,36.6,30.0,0.2,0.2,51,26.4,49.7,258
Chennai,2014-07-14,31.8,28.2,34.9,30.3,0.0,0.0,3,23.0,38.5,239
Chennai,2014-07-15,33.2,28.2,35.3,29.9,0.1,0.1,51,21.1,41.8,247
Chennai,2014-07-16,36.0,28.0,38.7,29.9,0.0,0.0,3,21.3,37.4,219
Chennai,2014-07-17,36.6,27.9,40.0,29.4,0.0,0.0,3,20.8,40.7,228
Chennai,2014-07-18,36.3,28.4,40.7,29.9,0.2,0.2,51,19.7,36.7,226
Chennai,2014-07-19,35.3,28.9,37.5,30.3,0.9,0.9,53,21.3,40.0,246
Chennai,2014-07-20,35.3,29.1,36.0,30.6,0.0,0.0,3,27.8,47.5,259
Chennai,2014-07-21,36.7,28.6,37.5,29.7,0.0,0.0,3,25.6,45.4,254
Chennai,2014-07-22,36.1,28.3,37.2,29.3,0.4,0.4,51,24.1,48.2,252
Chennai,2014-07-23,37.1,28.0,37.1,29.3,1.3,1.3,53,26.3,46.4,258
Chennai,2014-07-24,36.2,28.9,38.5,30.4,0.0,0.0,3,21.2,39.2,249
Chennai,2014-07-25,37.2,28.6,40.6,29.5,0.7,0.7,51,21.6,38.2,273
Chennai,2014-07-26,35.2,28.5,38.3,30.0,1.2,1.2,55,17.6,32.0,261
Chennai,2014-07-27,34.9,25.7,36.9,30.3,1.8,1.8,53,17.1,37.8,267
Chennai,2014-07-28,32.9,26.7,35.5,29.6,1.3,1.3,53,16.9,29.2,245
Chennai,2014-07-29,35.3,28.4,38.4,30.3,0.0,0.0,3,18.0,30.6,250
Chennai,2014-07-30,35.3,28.9,37.4,29.8,0.0,0.0,3,21.3,36.4,252
Chennai,2014-07-31,37.2,28.9,39.3,30.6,0.2,0.2,51,20.6,42.1,237
Chennai,2014-08-01,36.1,28.9,40.3,31.1,0.7,0.7,53,21.7,35.3,224
Chennai,2014-08-02,33.8,26.9,35.9,29.6,1.5,1.5,53,22.8,41.4,246
Chennai,2014-08-03,35.7,28.4,37.9,30.3,1.2,1.2,55,19.3,37.4,237
Chennai,2014-08-04,37.7,28.4,39.3,30.1,0.3,0.3,51,24.2,41.4,252
Chennai,2014-08-05,36.1,28.1,38.1,30.9,0.2,0.2,51,21.6,41.8,249
Chennai,2014-08-06,36.1,27.3,38.7,29.5,0.9,0.9,51,21.3,38.2,225
Chennai,2014-08-07,34.4,27.0,37.0,30.6,2.9,2.9,55,19.5,31.0,222
Chennai,2014-08-08,35.0,26.5,37.6,30.2,8.3,8.3,61,17.1,30.6,213
Chennai,2014-08-09,31.1,25.2,34.6,29.1,13.4,13.4,61,20.8,33.1,217
Chennai,2014-08-10,32.6,24.5,36.0,28.0,10.2,10.2,61,18.2,28.4,205
Chennai,2014-08-11,32.9,25.3,38.0,29.0,4.6,4.6,53,18.7,32.4,201
Chennai,2014-08-12,32.3,24.7,37.7,28.8,16.7,16.7,63,17.6,29.9,219
Chennai,2014-08-13,32.0,26.8,35.5,29.2,0.0,0.0,3,19.0,34.6,259
Chennai,2014-08-14,33.2,26.8,39.2,29.8,1.6,1.6,53,22.2,28.1,225
Chennai,2014-08-15,33.7,26.1,40.2,29.5,6.4,6.4,61,17.9,33.1,223
Chennai,2014-08-16,32.5,25.8,38.2,29.6,3.2,3.2,61,15.3,28.8,219
Chennai,2014-08-17,33.0,26.0,38.9,29.8,8.4,8.4,63,17.6,27.4,193
Chennai,2014-08-18,31.9,25.6,39.0,30.1,1.4,1.4,55,17.2,29.5,198
Chennai,2014-08-19,31.9,25.2,37.2,29.2,11.8,11.8,63,18.7,32.8,189
Chennai,2014-08-20,31.9,26.5,36.9,31.1,0.4,0.4,51,18.5,33.1,181
Chennai,2014-08-21,31.2,26.3,35.9,31.0,0.2,0.2,51,20.2,34.2,174
Chennai,2014-08-22,31.0,26.1,36.5,30.6,0.8,0.8,51,18.2,33.5,150
Chennai,2014-08-23,31.1,25.5,37.5,29.9,6.8,6.8,63,17.4,29.5,165
Chennai,2014-08-24,32.6,26.5,37.9,30.9,0.5,0.5,51,19.9,32.4,191
Chennai,2014-08-25,32.1,25.5,36.7,30.1,15.9,15.9,63,19.4,28.8,208
Chennai,2014-08-26,31.6,25.6,35.6,31.0,1.8,1.8,53,14.6,24.8,209
Chennai,2014-08-27,30.0,26.6,33.7,29.0,0.4,0.4,51,16.7,30.6,264
Chennai,2014-08-28,31.1,25.4,33.8,27.5,2.0,2.0,53,20.8,48.2,244
Chennai,2014-08-29,32.5,26.7,34.1,27.7,0.6,0.6,51,25.0,42.8,224
Chennai,2014-08-30,33.5,27.6,37.0,29.2,0.0,0.0,3,24.3,45.4,214
Chennai,2014-08-31,35.0,27.6,37.0,29.0,0.0,0.0,3,26.4,45.4,217
Chennai,2014-09-01,33.8,27.3,36.0,29.4,0.2,0.2,51,20.8,36.4,224
Chennai,2014-09-02,33.5,25.7,37.7,30.2,6.7,6.7,63,21.6,35.6,201
Chennai,2014-09-03,32.4,26.0,36.3,30.5,5.1,5.1,61,17.9,33.1,195
Chennai,2014-09-04,29.6,25.3,33.1,30.2,6.8,6.8,55,19.2,31.7,193
Chennai,2014-09-05,32.4,25.9,36.6,30.1,0.8,0.8,51,16.3,31.0,210
Chennai,2014-09-06,32.8,26.7,36.5,28.6,0.0,0.0,3,16.6,33.5,235
Chennai,2014-09-07,32.8,26.3,36.0,29.4,2.5,2.5,53,17.3,36.7,214
Chennai,2014-09-08,33.9,26.1,37.9,28.6,0.0,0.0,3,19.0,31.0,209
Chennai,2014-09-09,34.3,26.6,40.2,28.2,0.0,0.0,2,19.8,33.1,225
Chennai,2014-09-10,34.4,26.6,39.1,29.1,0.0,0.0,3,17.8,28.1,206
