name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Chennai, TN, India",2015-11-18T18:00:00,26,26,24,88.75,1.2,100,rain,0,0,16.6,7.6,350,1008,88,6,28.2,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T19:00:00,25,25,24,94.19,0.9,100,rain,0,0,11.2,7.6,360,1010,88,6,0.1,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T20:00:00,25,25,24,94.19,0.3,100,rain,0,0,10.1,5.4,290,1010,88,6,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T21:00:00,25,25,24,94.19,0.2,100,rain,0,0,7.9,7.6,310,1011,88,6,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T22:00:00,25,25,24,94.19,0,0,,0,0,10.4,0,0,1011,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T23:00:00,25,25,24,94.19,0.2,100,rain,0,0,11.9,0,0,1011,88,6,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T00:00:00,25,25,24,94.19,0.6,100,rain,0,0,16.6,0,0,1011,88,6,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T01:00:00,25,25,25,100,0.7,100,rain,0,0,14,5.4,290,1011,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T02:00:00,25,25,25,100,0.7,100,rain,0,0,16.9,0,0,1010,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T03:00:00,25,25,25,100,0.7,100,rain,0,0,18.4,0,0,1009,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T04:00:00,25,25,25,100,0.7,100,rain,0,0,14.8,7.6,350,1009,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T05:00:00,25,25,25,100,1.9,100,rain,0,0,18.4,0,0,1009,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T06:00:00,25,25,25,100,1.5,100,rain,0,0,18,0,0,1009,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T07:00:00,25,25,25,100,0.2,100,rain,0,0,12.2,0,0,1010,100,2,1,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T08:00:00,26,26,25,94.23,0.1,100,rain,0,0,14.8,0,0,1011,100,1,37,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T09:00:00,28,34.4,27,94.31,0.2,100,rain,0,0,15.5,7.6,20,1012,100,2,144.1,0.5,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T10:00:00,29,35.5,26,83.89,0.4,100,rain,0,0,15.8,5.4,20,1012,100,2,250.1,0.9,3,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T11:00:00,29,35.5,26,83.89,0.7,100,rain,0,0,18,0,0,1012,100,2,391.5,1.4,4,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T12:00:00,28,34.4,27,94.31,1.2,100,rain,0,0,22,0,0,1011,100,2,352.6,1.3,4,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T13:00:00,29,35.5,26,83.89,4.3,100,rain,0,0,22.3,7.6,150,1011,100,2,279.8,1,3,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T14:00:00,28,32.6,25,83.78,2.5,100,rain,0,0,23.4,13,70,1009,100,2,193.9,0.7,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T15:00:00,26,26,25,94.23,3.3,100,rain,0,0,24.1,5.4,40,1009,100,2,124.5,0.4,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T16:00:00,26,26,26,100,2,100,rain,0,0,24.1,0,0,1009,100,2,131.4,0.5,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T17:00:00,26,26,26,100,1.7,100,rain,0,0,20.9,0,0,1009,100,2,31.6,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T18:00:00,26,26,26,100,1.6,100,rain,0,0,18,0,0,1010,100,2,9.7,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-19T19:00:00,26,26,26,100,1.5,100,rain,0,0,16.6,0,0,1011,88,3,0.1,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T20:00:00,26,26,26,100,1.1,100,rain,0,0,14.4,0,0,1012,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T21:00:00,26,26,26,100,0.5,100,rain,0,0,12.6,7.6,20,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T22:00:00,26,26,26,100,0.5,100,rain,0,0,13,5.4,30,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-19T23:00:00,26,26,25,94.23,1.3,100,rain,0,0,12.6,0,0,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T00:00:00,26,26,25,94.23,1.6,100,rain,0,0,12.6,0,0,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T01:00:00,26,26,25,94.23,1.3,100,rain,0,0,16.2,5.4,340,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T02:00:00,25,25,24,94.19,1.2,100,rain,0,0,15.8,14.8,100,1011,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T03:00:00,24,24,24,100,1.1,100,rain,0,0,15.5,0,0,1010,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T04:00:00,25,25,24,94.19,0.7,100,rain,0,0,15.8,11.2,100,1010,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T05:00:00,25,25,24,94.19,0.4,100,rain,0,0,14.8,0,0,1010,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T06:00:00,25,25,25,100,0.5,100,rain,0,0,11.9,0,0,1010,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T07:00:00,26,26,26,100,1.1,100,rain,0,0,13.3,0,0,1011,88,4,1.5,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T08:00:00,28,33.4,26,88.91,0.7,100,rain,0,0,15.5,5.4,340,1012,88,4,45.1,0.2,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T09:00:00,29,35.5,26,83.89,0.3,100,rain,0,0,15.5,7.6,80,1013,88,6,85.4,0.3,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T10:00:00,30,37.3,26,79.19,0.3,100,rain,0,0,18,13,70,1013,88,6,163.8,0.6,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T11:00:00,29,34.4,25,79.05,0.4,100,rain,0,0,21.2,9.4,40,1013,88,6,505.6,1.8,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T12:00:00,30,36.1,25,74.62,0.3,100,rain,0,0,24.8,14.8,80,1012,88,6,494.3,1.8,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T13:00:00,31,37.6,25,70.47,0.2,100,rain,0,0,24.5,14.8,70,1011,50,6,490.9,1.8,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T14:00:00,31,37.6,25,70.47,0.1,100,rain,0,0,25.9,20.5,90,1010,50,6,556,2,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T15:00:00,29,33.5,24,74.46,0.1,100,rain,0,0,27.4,16.6,80,1009,88,6,472.3,1.7,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T16:00:00,29,34.4,25,79.05,0.7,100,rain,0,0,27.7,18.4,70,1008,88,6,305.5,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T17:00:00,28,33.4,26,88.91,0.2,100,rain,0,0,27,14.8,60,1009,88,6,183.9,0.7,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T18:00:00,27,31,26,94.27,0.2,100,rain,0,0,27.4,9.4,50,1010,88,5,46.3,0.2,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T19:00:00,26,26,25,94.23,0.1,100,rain,0,0,23.4,9.4,30,1011,88,4,0.2,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T20:00:00,26,26,25,94.23,0.2,100,rain,0,0,20.2,7.6,50,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T21:00:00,25,25,25,100,0.3,100,rain,0,0,16.9,5.4,340,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T22:00:00,26,26,25,94.23,1.4,100,rain,0,0,18.7,5.4,350,1013,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-20T23:00:00,26,26,25,94.23,1.4,100,rain,0,0,18.7,7.6,10,1013,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T00:00:00,26,26,26,100,0.5,100,rain,0,0,18,5.4,350,1012,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T01:00:00,26,26,25,94.23,0.3,100,rain,0,0,13.7,0,0,1012,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T02:00:00,26,26,25,94.23,0.5,100,rain,0,0,17.3,0,0,1011,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T03:00:00,26,26,25,94.23,0.6,100,rain,0,0,18.7,0,0,1011,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T04:00:00,26,26,25,94.23,0.2,100,rain,0,0,18.7,0,0,1010,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T05:00:00,25,25,25,100,0.2,100,rain,0,0,17.6,0,0,1010,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-21T06:00:00,26,26,25,94.23,0.1,100,rain,0,0,16.9,3.6,23.5,1010,88,2,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T07:00:00,27,31,26,94.27,0,0,,0,0,16.2,5.4,320,1011,88,4,2.4,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-21T08:00:00,27,31,26,94.27,0,0,,0,0,18.4,13,330,1012,88,4,76.4,0.3,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-21T09:00:00,29,36.7,27,88.99,0.2,100,rain,0,0,25.6,11.2,320,1013,88,4,257.8,0.9,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T10:00:00,28,33.4,26,88.91,0.2,100,rain,0,0,28.1,13,20,1013,88,3,348.2,1.3,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T11:00:00,29,35.5,26,83.89,0.1,100,rain,0,0,28.1,5.4,62.3,1013,88,4,474,1.7,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T12:00:00,30,37.3,26,79.19,0.3,100,rain,0,0,31.3,16.6,60,1012,88,4,595,2.1,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T13:00:00,31,37.6,25,70.47,0.1,100,rain,0,0,33.8,22.3,80,1011,88,6,678.4,2.4,7,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T14:00:00,28.4,33.8,25.5,84.33,0.2,100,rain,0,0,33.8,16.2,60.6,1010,56.9,,654,2.4,7,,"Rain, Partially cloudy",rain,remote
"Chennai, TN, India",2015-11-21T15:00:00,30,37.3,26,79.19,0.2,100,rain,0,0,33.8,18.4,50,1009,88,6,588.1,2.1,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T16:00:00,29,35.5,26,83.89,1,100,rain,0,0,34.9,11.2,50,1008,50,6,332.7,1.2,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T17:00:00,28,32.6,25,83.78,0.3,100,rain,0,0,32.8,13,70,1009,88,6,184.1,0.7,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T18:00:00,27,30.5,25,88.83,0.1,100,rain,0,0,27.4,11.2,60,1009,88,6,63.9,0.2,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T19:00:00,27,31,26,94.27,0,0,,0,0,25.6,11.2,60,1011,88,6,0.3,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-21T20:00:00,26,26,25,94.23,0.1,100,rain,0,0,26.3,22.3,80,1011,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T21:00:00,26,26,25,94.23,0.2,100,rain,0,0,25.9,9.4,50,1012,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T22:00:00,26,26,25,94.23,0.4,100,rain,0,0,27.4,0,0,1012,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-21T23:00:00,26,26,25,94.23,0.6,100,rain,0,0,25.6,5.4,30,1012,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T00:00:00,26,26,25,94.23,1.1,100,rain,0,0,26.6,0,0,1012,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T01:00:00,26,26,25,94.23,0.3,100,rain,0,0,27.4,0,0,1011,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T02:00:00,26,26,25,94.23,0.9,100,rain,0,0,24.5,0,0,1010,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T03:00:00,26,26,25,94.23,1.2,100,rain,0,0,22.3,5.4,10,1010,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T04:00:00,26,26,25,94.23,1,100,rain,0,0,22,7.6,330,1010,50,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T05:00:00,26,26,25,94.23,0.6,100,rain,0,0,22,14.8,40,1010,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T06:00:00,26,26,25,94.23,0.7,100,rain,0,0,22.3,9.4,20,1010,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T07:00:00,27,31,26,94.27,0.8,100,rain,0,0,21.6,7.6,10,1011,88,5,1.6,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T08:00:00,28,33.4,26,88.91,0.9,100,rain,0,0,21.6,11.2,50,1011,88,6,40.9,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T09:00:00,30,38.7,27,84,0.8,100,rain,0,0,23,14.8,30,1013,88,8,141.9,0.5,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T10:00:00,29,35.5,26,83.89,0.8,100,rain,0,0,24.5,22.3,50,1013,88,8,246.3,0.9,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T11:00:00,29,35.5,26,83.89,1,100,rain,0,0,25.2,18.4,60,1013,88,7,245.1,0.9,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T12:00:00,28,34.4,27,94.31,1,100,rain,0,0,28.1,18.4,70,1012,88,4,315.2,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T13:00:00,29,35.5,26,83.89,0.8,100,rain,0,0,31.7,22.3,70,1011,88,5,405.8,1.5,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T14:00:00,30,37.3,26,79.19,0.4,100,rain,0,0,30.2,22.3,70,1010,88,5,379.5,1.4,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T15:00:00,29,34.4,25,79.05,0.4,100,rain,0,0,29.2,18.4,60,1009,88,5,448.1,1.6,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T16:00:00,27,31,26,94.27,1.5,100,rain,0,0,29.5,11.2,60,1009,88,4,298.6,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T17:00:00,27,31,26,94.27,0.8,100,rain,0,0,28.8,7.6,40,1009,88,3,152.9,0.6,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T18:00:00,26,26,25,94.23,0.1,100,rain,0,0,24.1,0,0,1010,100,4,62.4,0.2,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-22T19:00:00,27,31,26,94.27,0.3,100,rain,0,0,20.2,9.4,270,1011,88,4,0.3,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-22T20:00:00,25,25,24,94.19,0.9,100,rain,0,0,46.4,25.9,60,1012,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-22T21:00:00,25,25,24,94.19,0.7,100,rain,0,0,20.2,0,0,1013,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-22T22:00:00,25,25,24,94.19,1,100,rain,0,0,20.5,7.6,320,1013,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-22T23:00:00,25,25,25,100,1.1,100,rain,0,0,19.4,7.6,270,1013,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T00:00:00,25,25,25,100,1.3,100,rain,0,0,19.8,14.8,290,1013,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T01:00:00,25,25,25,100,1.4,100,rain,0,0,20.2,5.4,290,1013,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T02:00:00,25,25,25,100,1,100,rain,0,0,21.6,0,0,1012,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T03:00:00,24,24,24,100,0.5,100,rain,0,0,20.2,14.8,70,1011,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T04:00:00,25,25,24,94.19,0.4,100,rain,0,0,20.9,11.2,90,1011,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T05:00:00,24,24,24,100,0.5,100,rain,0,0,19.1,0,0,1011,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T06:00:00,25,25,24,94.19,0.6,100,rain,0,0,17.6,0,0,1011,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T07:00:00,25,25,24,94.19,0.7,100,rain,0,0,17.3,0,0,1012,100,4,1,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T08:00:00,27,31,26,94.27,0.5,100,rain,0,0,18.7,0,0,1013,88,4,37.1,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T09:00:00,28,33.4,26,88.91,0.3,100,rain,0,0,20.9,11.2,40,1014,88,4,148.7,0.5,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T10:00:00,29,35.5,26,83.89,0.1,100,rain,0,0,24.5,7.6,63.8,1014,88,6,324.3,1.2,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T11:00:00,31,37.6,25,70.47,0.1,100,rain,0,0,28.1,14.8,60,1014,88,6,545.8,2,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T12:00:00,31,39,26,74.78,0.1,100,rain,0,0,30.2,18.4,60,1013,88,6,589.8,2.1,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T13:00:00,31,37.6,25,70.47,1.7,100,rain,0,0,30.2,16.6,80,1012,88,6,445.2,1.6,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T14:00:00,29,35.5,26,83.89,0.2,100,rain,0,0,29.5,11.2,30,1011,88,5,471.6,1.7,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-23T15:00:00,26,26,25,94.23,1.6,100,rain,0,0,27.4,16.6,70,1010,100,2,371.1,1.3,4,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T16:00:00,27,31,26,94.27,0.8,100,rain,0,0,27.4,13,50,1010,100,2,251.9,0.9,3,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T17:00:00,26,26,25,94.23,0.4,100,rain,0,0,23.8,11.2,30,1010,100,2,173.8,0.6,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T18:00:00,24,24,24,100,0.8,100,rain,0,0,22.3,18.4,50,1011,100,1,49.1,0.2,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T19:00:00,25,25,25,100,1.1,100,rain,0,0,37.1,18.4,100,1012,100,1,0.2,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T20:00:00,24,24,23,94.15,0.6,100,rain,0,0,16.2,11.2,190,1013,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T21:00:00,24,24,24,100,0.6,100,rain,0,0,14.4,7.6,260,1014,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T22:00:00,25,25,24,94.19,0.7,100,rain,0,0,16.2,16.6,190,1014,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-23T23:00:00,25,25,24,94.19,0.2,100,rain,0,0,17.3,16.6,220,1014,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T00:00:00,24,24,24,100,0.1,100,rain,0,0,14.8,11.2,220,1014,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T01:00:00,25,25,24,94.19,0.6,100,rain,0,0,17.6,5.4,260,1013,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T02:00:00,25,25,24,94.19,0.1,100,rain,0,0,15.1,9.4,230,1013,100,4,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T03:00:00,25,25,24,94.19,0.2,100,rain,0,0,13.3,5.4,280,1012,100,4,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T04:00:00,25,25,24,94.19,0.1,100,rain,0,0,11.2,7.6,230,1011,100,4,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-24T05:00:00,24,24,24,100,0.1,100,rain,0,0,11.2,0,0,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T06:00:00,24,24,24,100,0.1,100,rain,0,0,10.1,0,0,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T07:00:00,25,25,24,94.19,0,0,,0,0,11.5,7.6,260,1013,50,4,2,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-24T08:00:00,26,26,24,88.75,0.1,100,rain,0,0,19.4,7.6,260,1014,50,5,54,0.2,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T09:00:00,27,30.5,25,88.83,0.1,100,rain,0,0,20.5,7.6,280,1014,50,6,143.1,0.5,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T10:00:00,29,35.5,26,83.89,0.2,100,rain,0,0,22,5.4,340,1015,50,6,261,0.9,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T11:00:00,30,36.1,25,74.62,0.1,100,rain,0,0,25.9,13,60,1014,50,6,512.4,1.8,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T12:00:00,31,36.4,24,66.37,0.1,100,rain,0,0,29.9,18.4,80,1013,50,7,676.1,2.4,7,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T13:00:00,31,36.4,24,66.37,0.1,100,rain,0,0,28.4,14.8,30,1013,50,8,692.5,2.5,7,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-24T14:00:00,31,35.4,23,62.49,0,0,,0,0,30.2,13,50,1011,50,10,663.9,2.4,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-24T15:00:00,30,34,23,66.17,0,0,,0,0,31.7,13,50,1011,50,10,641.3,2.3,6,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-24T16:00:00,29,33.5,24,74.46,0,0,,0,0,32,11.2,50,1010,50,10,417.5,1.5,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-24T17:00:00,27,29.5,23,78.77,0,0,,0,0,31.7,11.2,60,1010,25,8,253.9,0.9,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-24T18:00:00,26,26,23,83.56,0,0,,0,0,29.5,7.6,40,1011,25,6,72.8,0.3,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-24T19:00:00,26,26,24,88.75,0,0,,0,0,24.8,0,0,1011,25,6,0.4,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-24T20:00:00,26,26,24,88.75,0,0,,0,0,23.8,0,0,1012,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-24T21:00:00,26,26,24,88.75,0,0,,0,0,23,0,0,1013,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-24T22:00:00,26,26,24,88.75,0,0,,0,0,22.3,0,0,1014,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-24T23:00:00,25,25,24,94.19,0,0,,0,0,22,0,0,1014,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T00:00:00,25,25,24,94.19,0,0,,0,0,20.5,0,0,1013,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
