name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Chennai, TN, India",2015-11-12T12:00:00,30.1,37.6,26.1,79.2,0,0,,0,0,25.9,9.4,360,1011,90,6,400.3,1.4,4,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T13:00:00,30.1,37.6,26.1,79.2,0,0,,0,0,28.1,11.2,60,1010,90,6,478.4,1.7,5,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T14:00:00,31.1,39.3,26.1,74.8,0,0,,0,0,27.7,16.6,50,1010,90,8,473.5,1.7,5,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T15:00:00,31.1,39.3,26.1,74.8,0,0,,0,0,26.3,14.8,20,1009,90,8,446.6,1.6,4,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T16:00:00,30.1,37.6,26.1,79.2,0,0,,0,0,28.4,13,50,1009,90,8,415.7,1.5,4,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T17:00:00,29.1,35.8,26.1,83.9,0,0,,0,0,29.9,14.8,50,1010,50,7,251.8,0.9,3,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-12T18:00:00,28.1,33.7,26.1,88.92,0,0,,0,0,29.5,9.4,40,1010,50,6,56.8,0.2,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-12T19:00:00,27.1,31.4,26.1,94.28,0,0,,0,0,25.6,13,30,1011,50,5,0.3,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-12T20:00:00,26.1,26.1,26.1,100,13,100,rain,0,0,24.1,18.4,60,1012,100,1,0,0,0,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-12T21:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,25.2,7.6,40,1012,100,3,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-12T22:00:00,26.1,26.1,26.1,100,0,0,,0,0,25.2,11.2,20,1013,100,2,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-12T23:00:00,26.1,26.1,26.1,100,18,100,rain,0,0,23.8,5.4,10,1012,100,1,0,0,0,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T00:00:00,26.1,26.1,26.1,100,0,0,,0,0,24.8,9.4,40,1012,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T01:00:00,26.1,26.1,26.1,100,0,0,,0,0,29.2,9.4,60,1011,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T02:00:00,26.1,26.1,25.1,94.24,14,100,rain,0,0,28.8,3.6,31,1011,100,1,0,0,0,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T03:00:00,25.2,25.2,24,93.07,0,0,,0,0,27.7,13.7,16,1011,99,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-13T04:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,28.1,9.4,50,1010,100,3,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T05:00:00,26.1,26.1,26.1,100,0,0,,0,0,28.8,7.6,30,1011,100,3,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T06:00:00,25.1,25.1,25.1,100,25,100,rain,0,0,30.2,7.6,60,1011,100,2,0,0,0,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T07:00:00,25.1,25.1,25.1,100,0,0,,0,0,30.6,16.6,40,1013,100,1,1.8,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T08:00:00,25.1,25.1,25.1,100,73,100,rain,0,0,31,9.4,360,1014,100,2,30.3,0.1,0,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T09:00:00,25.1,25.1,25.1,100,0,0,,0,0,31.3,14.8,340,1014,100,2,57.5,0.2,1,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T10:00:00,25.1,25.1,25.1,100,0,0,,0,0,31.7,9.4,330,1015,100,2,116.2,0.4,1,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T11:00:00,25.1,25.1,24.1,94.19,5,100,rain,0,0,32.8,11.2,280,1014,100,1,198.5,0.7,2,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T12:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,40.3,7.6,260,1013,100,1,373.4,1.3,4,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T13:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,33.8,7.6,290,1013,100,1,213.5,0.8,2,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T14:00:00,25.1,25.1,25.1,100,0,0,,0,0,36.7,7.6,310,1012,100,2,132.6,0.5,1,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T15:00:00,25.1,25.1,25.1,100,0,0,,0,0,37.1,5.4,320,1011,100,2,138.4,0.5,1,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T16:00:00,25.1,25.1,25.1,100,0,0,,0,0,37.8,0,3.4,1010,100,2,116.3,0.4,1,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T17:00:00,25.1,25.1,25.1,100,5,100,rain,0,0,34.9,0,355.2,1010,100,2,70.3,0.3,1,,"Rain, Overcast",rain,43279099999
"Chennai, TN, India",2015-11-13T18:00:00,25.1,25.1,25.1,100,0,0,,0,0,26.6,0,358.1,1011,90,2,19.8,0.1,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T19:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,23.8,0,7.8,1011,90,3,0.1,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T20:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,20.5,0,11.9,1012,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T21:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,22.7,7.6,330,1012,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-13T22:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,22.3,0,15.7,1012,100,3,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-13T23:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,22.3,5.4,320,1012,100,3,0,0,0,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-14T00:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,22.3,5.4,340,1011,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T01:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,25.6,5.4,340,1010,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T02:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,25.2,5.4,340,1010,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T03:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,24.8,3.6,350,1009,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T04:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,24.5,7.6,350,1009,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T05:00:00,25.1,25.1,24.1,94.19,0,0,,0,0,24.5,9.4,330,1009,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T06:00:00,24.1,24.1,23.1,94.15,0,0,,0,0,23,5.4,340,1010,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T07:00:00,25.1,25.1,23.1,88.68,0,0,,0,0,23.8,7.6,350,1011,90,2,1.8,0,0,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T08:00:00,25.1,25.1,23.1,88.68,0,0,,0,0,26.3,7.6,290,1012,90,2,55.2,0.2,1,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T09:00:00,26.1,26.1,24.1,88.76,0,0,,0,0,28.8,11.2,50,1012,90,3,161.9,0.6,2,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T10:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,34.6,11.2,340,1012,90,3,301.6,1.1,3,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T11:00:00,28.1,32.1,24.1,78.93,0,0,,0,0,38.2,11.2,290,1011,90,4,528.6,1.9,5,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T12:00:00,28.1,32.1,24.1,78.93,0,0,,0,0,38.2,14.8,20,1010,90,5,605.9,2.2,6,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T13:00:00,28.1,32.1,24.1,78.93,0,0,,0,0,41,14.8,20,1009,100,5,470.9,1.7,5,,Overcast,cloudy,43279099999
"Chennai, TN, India",2015-11-14T14:00:00,29.1,32.9,23.1,70.12,0,0,,0,0,40.3,14.8,20,1008,90,5,478.5,1.7,5,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T15:00:00,28.1,31.4,23.1,74.31,0,0,,0,0,39.6,11.2,20,1008,90,5,319,1.1,3,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T16:00:00,28.1,32.1,24.1,78.93,0,0,,0,0,37.4,13,10,1007,90,5,166.4,0.6,2,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T17:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,34.2,7.6,30,1008,90,5,108.2,0.4,1,,Partially cloudy,partly-cloudy-day,43279099999
"Chennai, TN, India",2015-11-14T18:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,30.6,5.4,20,1008,90,4,32,0.1,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T19:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,27.4,5.4,10,1009,90,4,0.2,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T20:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,27.4,0,23.9,1010,90,4,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T21:00:00,26.1,26.1,24.1,88.76,0,0,,0,0,28.4,3.6,30,1011,90,4,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T22:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,27,18.4,30,1011,90,4,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-14T23:00:00,26.1,26.1,23.1,83.57,0,0,,0,0,28.1,14.8,10,1011,90,4,0,0,0,,Partially cloudy,partly-cloudy-night,43279099999
"Chennai, TN, India",2015-11-15T00:00:00,26.5,26.5,23.1,81.62,0.1,100,rain,0,0,31.3,17.6,11.4,1010,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-11-15T01:00:00,26.5,26.5,23.2,82.11,0,0,,0,0,29.5,18.7,16.2,1009,100,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-15T02:00:00,26.2,26.2,23.4,84.6,0.1,100,rain,0,0,30.6,19.8,20.9,1009,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-11-15T03:00:00,25.8,25.8,23.7,88.21,0.2,100,rain,0,0,31.3,18,25.4,1008,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-11-15T04:00:00,26.2,26.2,23.5,85.11,0.4,100,rain,0,0,29.9,16.6,20.6,1007,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-11-15T05:00:00,25,25,24,94.19,0.6,100,rain,0,0,27.7,9.4,330,1008,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T06:00:00,25,25,24,94.19,0.8,100,rain,0,0,27,9.4,330,1008,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T07:00:00,25,25,25,100,0.8,100,rain,0,0,28.4,11.2,340,1009,100,2,1.3,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T08:00:00,25,25,25,100,1.2,100,rain,0,0,30.2,7.6,20,1010,100,1,29.7,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T09:00:00,25,25,25,100,0.9,100,rain,0,0,31.7,7.6,300,1010,100,1,109.3,0.4,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T10:00:00,25,25,25,100,0.8,100,rain,0,0,32.4,9.4,350,1011,100,1,85.2,0.3,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T11:00:00,25,25,25,100,1.6,100,rain,0,0,33.1,7.6,330,1011,100,1,149.5,0.5,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T12:00:00,25,25,25,100,5.8,100,rain,0,0,36.7,11.2,20,1010,100,1,182.9,0.7,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T13:00:00,25,25,25,100,4.2,100,rain,0,0,38.9,14.8,330,1009,100,1,76.9,0.3,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T14:00:00,24,24,24,100,2.1,100,rain,0,0,37.4,18.4,330,1008,100,1,161.9,0.6,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T15:00:00,24,24,24,100,1.5,100,rain,0,0,38.2,14.8,320,1007,100,1,123.1,0.4,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T16:00:00,25,25,24,94.19,1.9,100,rain,0,0,35.6,9.4,20,1007,100,1,101.2,0.4,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T17:00:00,25,25,25,100,3.4,100,rain,0,0,32.4,7.6,280,1007,100,1,41.2,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T18:00:00,25,25,25,100,3.6,100,rain,0,0,32.8,5.4,310,1007,100,2,17.2,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T19:00:00,25,25,24,94.19,3,100,rain,0,0,34.2,9.4,310,1008,100,3,0.1,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T20:00:00,24,24,24,100,3,100,rain,0,0,34.6,11.2,20,1008,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T21:00:00,25,25,25,100,3.1,100,rain,0,0,37.1,11.2,30,1009,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T22:00:00,25,25,25,100,3.2,100,rain,0,0,33.5,14.8,20,1009,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-15T23:00:00,25,25,24,94.19,3,100,rain,0,0,33.5,14.8,80,1009,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T00:00:00,26,26,25,94.23,2,100,rain,0,0,33.5,14.8,80,1008,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T01:00:00,25,25,25,100,2.5,100,rain,0,0,40.7,22.3,70,1008,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T02:00:00,25,25,24,94.19,2.7,100,rain,0,0,46.1,11.2,30,1007,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T03:00:00,25,25,25,100,2.8,100,rain,0,0,46.8,27.7,50,1006,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T04:00:00,25,25,25,100,3.3,100,rain,0,0,46.8,14.8,60,1006,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T05:00:00,26,26,26,100,3.1,100,rain,0,0,47.2,18.4,50,1006,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T06:00:00,25,25,25,100,3.5,100,rain,0,0,46.8,22.3,40,1006,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T07:00:00,26,26,26,100,4.2,100,rain,0,0,41,11.2,20,1008.5,100,3,0.5,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T08:00:00,26,26,26,100,3.8,100,rain,0,0,33.8,13,50,1008,100,3,7.6,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T09:00:00,27,31,26,94.27,3.7,100,rain,0,0,27,11.2,60,1008,100,3,22.3,0.1,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T10:00:00,27,31.7,27,100,3.8,100,rain,0,0,23,13,60,1008,100,4,59.7,0.2,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T11:00:00,27,31.7,27,100,3.4,100,rain,0,0,25.2,9.4,50,1009,100,4,91,0.3,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T12:00:00,29,36.7,27,88.99,3.3,100,rain,0,0,29.2,13,50,1008,100,4,155.4,0.6,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T13:00:00,29,38,28,94.35,9.7,100,rain,0,0,36.4,11.2,50,1007,100,4,44.3,0.2,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T14:00:00,29,36.7,27,88.99,12.8,100,rain,0,0,42.5,11.2,60,1005,88,5,27,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T15:00:00,28,33.4,26,88.91,16.4,100,rain,0,0,43.6,7.6,10,1004,88,3,34.9,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T16:00:00,26,26,26,100,15.8,100,rain,0,0,41,9.4,280,1004,88,3,32,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T17:00:00,25,25,24,94.19,11.1,100,rain,0,0,37.8,13,290,1004,88,3,21,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T18:00:00,24,24,24,100,4.6,100,rain,0,0,34.2,7.6,320,1005,100,3,11.2,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-16T19:00:00,24,24,24,100,2.7,100,rain,0,0,33.5,9.4,310,1006,88,3,0.1,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T20:00:00,24,24,23,94.15,1.5,100,rain,0,0,34.2,11.2,310,1006,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T21:00:00,24,24,23,94.15,0.6,100,rain,0,0,33.8,7.6,300,1007,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T22:00:00,24,24,23,94.15,0.3,100,rain,0,0,29.5,14.8,310,1008,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-16T23:00:00,24,24,23,94.15,0.1,100,rain,0,0,26.6,7.6,300,1008,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-17T00:00:00,24,24,23,94.15,0,0,,0,0,21.2,7.6,270,1008,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T01:00:00,24,24,22,88.6,0,0,,0,0,20.9,5.4,300,1007,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T02:00:00,24,24,23,94.15,0,0,,0,0,20.9,9.4,250,1007,88,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T03:00:00,24,24,22,88.6,0,0,,0,0,20.9,9.4,270,1006,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T04:00:00,24,24,22,88.6,0,0,,0,0,33.5,9.4,270,1015.1,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T05:00:00,24,24,22,88.6,0,0,,0,0,19.1,7.6,280,1005,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T06:00:00,24,24,22,88.6,0,0,,0,0,19.4,7.6,240,1006,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T07:00:00,24,24,23,94.15,0,0,,0,0,19.1,5.4,270,1007,88,6,2,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T08:00:00,25,25,23,88.68,0,0,,0,0,19.1,7.6,260,1010.4,88,6,48.7,0.2,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T09:00:00,26,26,23,83.56,0,0,,0,0,21.2,5.4,240,1009,88,6,129.5,0.5,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T10:00:00,27,30,24,83.67,0,0,,0,0,20.9,13,280,1009,88,7,209.1,0.8,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T11:00:00,28,31.8,24,78.91,0,0,,0,0,19.4,11.2,290,1009,88,7,251.5,0.9,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T12:00:00,27,29.5,23,78.77,0.1,100,rain,0,0,18.4,9.4,290,1009,88,7,304.6,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-17T13:00:00,28,31.1,23,74.29,0,0,,0,0,22,11.2,290,1008,88,8,363.7,1.3,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T14:00:00,28,31.1,23,74.29,0,0,,0,0,21.6,13,270,1007,88,8,398.6,1.4,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T15:00:00,27,29.5,23,78.77,0,0,,0,0,21.2,11.2,280,1006,88,8,306.8,1.1,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T16:00:00,26,26,23,83.56,0.1,100,rain,0,0,21.6,11.2,300,1006,88,6,267.6,1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-17T17:00:00,26,26,23,83.56,0,0,,0,0,20.9,7.6,300,1006,88,6,105.1,0.4,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-17T18:00:00,25,25,23,88.68,0,0,,0,0,19.8,9.4,280,1007,88,6,26.5,0.1,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T19:00:00,25,25,23,88.68,0,0,,0,0,18.7,7.6,290,1008,88,6,0.2,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T20:00:00,24,24,22,88.6,0,0,,0,0,17.6,7.6,310,1008,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T21:00:00,24,24,22,88.6,0,0,,0,0,16.6,0,0,1009,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T22:00:00,24,24,22,88.6,0,0,,0,0,15.5,7.6,300,1010,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-17T23:00:00,24,24,22,88.6,0,0,,0,0,14.8,5.4,320,1010,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T00:00:00,24,24,22,88.6,0,0,,0,0,13.7,5.4,310,1009,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T01:00:00,24,24,22,88.6,0,0,,0,0,16.9,5.4,310,1009,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T02:00:00,24,24,22,88.6,0,0,,0,0,15.5,0,0,1008,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T03:00:00,24,24,23,94.15,0,0,,0,0,14,0,0,1008,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T04:00:00,24,24,23,94.15,0,0,,0,0,13.7,0,0,1007,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T05:00:00,24,24,23,94.15,0,0,,0,0,13.3,0,0,1007,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T06:00:00,24,24,23,94.15,0,0,,0,0,12.6,0,0,1008,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-18T07:00:00,25,25,23,88.68,0,0,,0,0,10.8,0,0,1009,88,6,2.6,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-18T08:00:00,25,25,23,88.68,0,0,,0,0,11.9,0,0,1009,88,7,59.7,0.2,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-18T09:00:00,26,26,24,88.75,0,0,,0,0,13.7,13,320,1010,88,8,197.4,0.7,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-18T10:00:00,27,30,24,83.67,0,0,,0,0,15.1,9.4,330,1011,88,7,430.6,1.6,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-18T11:00:00,27,30.5,25,88.83,0,0,,0,0,13.7,9.4,330,1011,88,7,544.2,2,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-18T12:00:00,27,30,24,83.67,0.1,100,rain,0,0,14.4,13,310,1010,88,6,635.5,2.3,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T13:00:00,28,31.8,24,78.91,0.1,100,rain,0,0,13.3,7.6,300,1009,88,6,548.7,2,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T14:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,14.4,13,320,1008,88,6,525.8,1.9,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T15:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,14.8,13,300,1007,88,6,400.9,1.4,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T16:00:00,27,30.5,25,88.83,0.7,100,rain,0,0,15.8,7.6,340,1007,88,6,293.9,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-18T17:00:00,26,26,25,94.23,6.2,100,rain,0,0,17.6,7.6,350,1008,88,6,138.9,0.5,1,,"Rain, Partially cloudy",rain,VOMM
